 ,5.09 BN - Rhenusallee ,5.09 BN - Rhenusallee Radfahrer Ri. Beuel ,5.09 BN - Rhenusallee Radfahrer Ri. Oberkassel
2016-02-12-07-15-00,16,5,11
2016-02-12-07-30-00,19,10,9
2016-02-12-07-45-00,40,8,32
2016-02-12-08-00-00,32,4,28
2016-02-12-08-15-00,33,7,26
2016-02-12-08-30-00,29,11,18
2016-02-12-08-45-00,34,6,28
2016-02-12-09-00-00,20,4,16
2016-02-12-09-15-00,11,5,6
2016-02-12-09-30-00,9,5,4
2016-02-12-09-45-00,5,3,2
2016-02-12-10-00-00,6,3,3
2016-02-12-10-15-00,4,3,1
2016-02-12-10-30-00,12,6,6
2016-02-12-10-45-00,6,1,5
2016-02-12-11-00-00,11,7,4
2016-02-12-11-15-00,13,9,4
2016-02-12-11-30-00,17,9,8
2016-02-12-11-45-00,24,12,12
2016-02-12-12-00-00,12,6,6
2016-02-12-12-15-00,15,6,9
2016-02-12-12-30-00,18,9,9
2016-02-12-12-45-00,12,7,5
2016-02-12-13-00-00,16,9,7
2016-02-12-13-15-00,17,4,13
2016-02-12-13-30-00,20,12,8
2016-02-12-13-45-00,15,10,5
2016-02-12-14-00-00,19,11,8
2016-02-12-14-15-00,19,12,7
2016-02-12-14-30-00,20,9,11
2016-02-12-14-45-00,21,14,7
2016-02-12-15-00-00,24,16,8
2016-02-12-15-15-00,24,12,12
2016-02-12-15-30-00,27,14,13
2016-02-12-15-45-00,25,19,6
2016-02-12-16-00-00,21,14,7
2016-02-12-16-15-00,33,19,14
2016-02-12-16-30-00,23,17,6
2016-02-12-16-45-00,27,19,8
2016-02-12-17-00-00,30,17,13
2016-02-12-17-15-00,20,17,3
2016-02-12-17-30-00,23,17,6
2016-02-12-17-45-00,16,10,6
2016-02-12-18-00-00,26,13,13
2016-02-12-18-15-00,16,12,4
2016-02-12-18-30-00,12,7,5
2016-02-12-18-45-00,5,3,2
2016-02-12-19-00-00,6,4,2
2016-02-12-19-15-00,7,4,3
2016-02-12-19-30-00,4,2,2
2016-02-12-19-45-00,8,6,2
2016-02-12-20-00-00,3,3,0
2016-02-12-20-15-00,3,1,2
2016-02-12-20-30-00,1,0,1
2016-02-12-20-45-00,1,1,0
2016-02-12-21-00-00,0,0,0
2016-02-12-21-15-00,6,5,1
2016-02-12-21-30-00,4,4,0
2016-02-12-21-45-00,1,0,1
2016-02-12-22-00-00,1,0,1
2016-02-12-22-15-00,0,0,0
2016-02-12-22-30-00,1,1,0
2016-02-12-22-45-00,1,0,1
2016-02-12-23-00-00,1,1,0
2016-02-12-23-15-00,3,2,1
2016-02-12-23-30-00,0,0,0
2016-02-12-23-45-00,1,1,0
2016-02-13-00-00-00,1,0,1
2016-02-13-00-15-00,0,0,0
2016-02-13-00-30-00,1,0,1
2016-02-13-00-45-00,1,1,0
2016-02-13-01-00-00,0,0,0
2016-02-13-01-15-00,0,0,0
2016-02-13-01-30-00,1,0,1
2016-02-13-01-45-00,0,0,0
2016-02-13-02-00-00,0,0,0
2016-02-13-02-15-00,1,0,1
2016-02-13-02-30-00,0,0,0
2016-02-13-02-45-00,1,0,1
2016-02-13-03-00-00,0,0,0
2016-02-13-03-15-00,0,0,0
2016-02-13-03-30-00,0,0,0
2016-02-13-03-45-00,1,0,1
2016-02-13-04-00-00,0,0,0
2016-02-13-04-15-00,0,0,0
2016-02-13-04-30-00,0,0,0
2016-02-13-04-45-00,0,0,0
2016-02-13-05-00-00,0,0,0
2016-02-13-05-15-00,2,2,0
2016-02-13-05-30-00,1,1,0
2016-02-13-05-45-00,0,0,0
2016-02-13-06-00-00,0,0,0
2016-02-13-06-15-00,0,0,0
2016-02-13-06-30-00,1,1,0
2016-02-13-06-45-00,0,0,0
2016-02-13-07-00-00,0,0,0
2016-02-13-07-15-00,1,1,0
2016-02-13-07-30-00,0,0,0
2016-02-13-07-45-00,0,0,0
2016-02-13-08-00-00,0,0,0
2016-02-13-08-15-00,3,0,3
2016-02-13-08-30-00,5,3,2
2016-02-13-08-45-00,6,3,3
2016-02-13-09-00-00,6,4,2
2016-02-13-09-15-00,5,3,2
2016-02-13-09-30-00,6,4,2
2016-02-13-09-45-00,6,4,2
2016-02-13-10-00-00,10,7,3
2016-02-13-10-15-00,9,8,1
2016-02-13-10-30-00,3,2,1
2016-02-13-10-45-00,9,6,3
2016-02-13-11-00-00,15,4,11
2016-02-13-11-15-00,15,8,7
2016-02-13-11-30-00,14,7,7
2016-02-13-11-45-00,17,10,7
2016-02-13-12-00-00,11,5,6
2016-02-13-12-15-00,10,5,5
2016-02-13-12-30-00,18,11,7
2016-02-13-12-45-00,17,7,10
2016-02-13-13-00-00,11,5,6
2016-02-13-13-15-00,17,13,4
2016-02-13-13-30-00,11,5,6
2016-02-13-13-45-00,10,9,1
2016-02-13-14-00-00,4,2,2
2016-02-13-14-15-00,6,2,4
2016-02-13-14-30-00,5,1,4
2016-02-13-14-45-00,9,6,3
2016-02-13-15-00-00,3,1,2
2016-02-13-15-15-00,7,2,5
2016-02-13-15-30-00,6,4,2
2016-02-13-15-45-00,10,6,4
2016-02-13-16-00-00,9,2,7
2016-02-13-16-15-00,3,1,2
2016-02-13-16-30-00,2,2,0
2016-02-13-16-45-00,5,1,4
2016-02-13-17-00-00,1,0,1
2016-02-13-17-15-00,5,3,2
2016-02-13-17-30-00,7,2,5
2016-02-13-17-45-00,2,2,0
2016-02-13-18-00-00,1,1,0
2016-02-13-18-15-00,1,1,0
2016-02-13-18-30-00,6,1,5
2016-02-13-18-45-00,2,1,1
2016-02-13-19-00-00,1,1,0
2016-02-13-19-15-00,3,1,2
2016-02-13-19-30-00,1,0,1
2016-02-13-19-45-00,3,1,2
2016-02-13-20-00-00,1,1,0
2016-02-13-20-15-00,1,1,0
2016-02-13-20-30-00,1,0,1
2016-02-13-20-45-00,1,1,0
2016-02-13-21-00-00,2,2,0
2016-02-13-21-15-00,0,0,0
2016-02-13-21-30-00,1,1,0
2016-02-13-21-45-00,0,0,0
2016-02-13-22-00-00,2,0,2
2016-02-13-22-15-00,4,4,0
2016-02-13-22-30-00,0,0,0
2016-02-13-22-45-00,0,0,0
2016-02-13-23-00-00,0,0,0
2016-02-13-23-15-00,0,0,0
2016-02-13-23-30-00,2,0,2
2016-02-13-23-45-00,0,0,0
2016-02-14-00-00-00,0,0,0
2016-02-14-00-15-00,0,0,0
2016-02-14-00-30-00,0,0,0
2016-02-14-00-45-00,0,0,0
2016-02-14-01-00-00,0,0,0
2016-02-14-01-15-00,0,0,0
2016-02-14-01-30-00,0,0,0
2016-02-14-01-45-00,0,0,0
2016-02-14-02-00-00,3,0,3
2016-02-14-02-15-00,0,0,0
2016-02-14-02-30-00,1,1,0
2016-02-14-02-45-00,0,0,0
2016-02-14-03-00-00,0,0,0
2016-02-14-03-15-00,0,0,0
2016-02-14-03-30-00,0,0,0
2016-02-14-03-45-00,1,0,1
2016-02-14-04-00-00,0,0,0
2016-02-14-04-15-00,0,0,0
2016-02-14-04-30-00,0,0,0
2016-02-14-04-45-00,0,0,0
2016-02-14-05-00-00,0,0,0
2016-02-14-05-15-00,0,0,0
2016-02-14-05-30-00,0,0,0
2016-02-14-05-45-00,0,0,0
2016-02-14-06-00-00,1,1,0
2016-02-14-06-15-00,0,0,0
2016-02-14-06-30-00,0,0,0
2016-02-14-06-45-00,0,0,0
2016-02-14-07-00-00,0,0,0
2016-02-14-07-15-00,2,1,1
2016-02-14-07-30-00,0,0,0
2016-02-14-07-45-00,0,0,0
2016-02-14-08-00-00,3,1,2
2016-02-14-08-15-00,1,1,0
2016-02-14-08-30-00,1,0,1
2016-02-14-08-45-00,4,3,1
2016-02-14-09-00-00,8,6,2
2016-02-14-09-15-00,10,2,8
2016-02-14-09-30-00,3,1,2
2016-02-14-09-45-00,3,1,2
2016-02-14-10-00-00,6,2,4
2016-02-14-10-15-00,8,3,5
2016-02-14-10-30-00,8,4,4
2016-02-14-10-45-00,9,2,7
2016-02-14-11-00-00,7,6,1
2016-02-14-11-15-00,8,6,2
2016-02-14-11-30-00,10,5,5
2016-02-14-11-45-00,13,10,3
2016-02-14-12-00-00,15,3,12
2016-02-14-12-15-00,17,7,10
2016-02-14-12-30-00,26,15,11
2016-02-14-12-45-00,11,5,6
2016-02-14-13-00-00,23,15,8
2016-02-14-13-15-00,16,3,13
2016-02-14-13-30-00,14,10,4
2016-02-14-13-45-00,15,6,9
2016-02-14-14-00-00,17,13,4
2016-02-14-14-15-00,25,16,9
2016-02-14-14-30-00,11,6,5
2016-02-14-14-45-00,7,3,4
2016-02-14-15-00-00,15,8,7
2016-02-14-15-15-00,23,17,6
2016-02-14-15-30-00,16,12,4
2016-02-14-15-45-00,16,10,6
2016-02-14-16-00-00,19,7,12
2016-02-14-16-15-00,23,16,7
2016-02-14-16-30-00,9,3,6
2016-02-14-16-45-00,13,6,7
2016-02-14-17-00-00,11,2,9
2016-02-14-17-15-00,3,1,2
2016-02-14-17-30-00,9,6,3
2016-02-14-17-45-00,11,3,8
2016-02-14-18-00-00,2,1,1
2016-02-14-18-15-00,0,0,0
2016-02-14-18-30-00,4,3,1
2016-02-14-18-45-00,2,2,0
2016-02-14-19-00-00,1,1,0
2016-02-14-19-15-00,3,1,2
2016-02-14-19-30-00,1,0,1
2016-02-14-19-45-00,3,2,1
2016-02-14-20-00-00,2,1,1
2016-02-14-20-15-00,0,0,0
2016-02-14-20-30-00,1,0,1
2016-02-14-20-45-00,1,1,0
2016-02-14-21-00-00,0,0,0
2016-02-14-21-15-00,2,1,1
2016-02-14-21-30-00,0,0,0
2016-02-14-21-45-00,0,0,0
2016-02-14-22-00-00,0,0,0
2016-02-14-22-15-00,1,0,1
2016-02-14-22-30-00,0,0,0
2016-02-14-22-45-00,0,0,0
2016-02-14-23-00-00,0,0,0
2016-02-14-23-15-00,0,0,0
2016-02-14-23-30-00,1,0,1
2016-02-14-23-45-00,0,0,0
2016-02-15-00-00-00,0,0,0
2016-02-15-00-15-00,0,0,0
2016-02-15-00-30-00,0,0,0
2016-02-15-00-45-00,0,0,0
2016-02-15-01-00-00,0,0,0
2016-02-15-01-15-00,0,0,0
2016-02-15-01-30-00,0,0,0
2016-02-15-01-45-00,0,0,0
2016-02-15-02-00-00,0,0,0
2016-02-15-02-15-00,0,0,0
2016-02-15-02-30-00,0,0,0
2016-02-15-02-45-00,0,0,0
2016-02-15-03-00-00,0,0,0
2016-02-15-03-15-00,0,0,0
2016-02-15-03-30-00,0,0,0
2016-02-15-03-45-00,0,0,0
2016-02-15-04-00-00,0,0,0
2016-02-15-04-15-00,1,1,0
2016-02-15-04-30-00,0,0,0
2016-02-15-04-45-00,0,0,0
2016-02-15-05-00-00,0,0,0
2016-02-15-05-15-00,0,0,0
2016-02-15-05-30-00,3,1,2
2016-02-15-05-45-00,0,0,0
2016-02-15-06-00-00,4,0,4
2016-02-15-06-15-00,4,1,3
2016-02-15-06-30-00,1,0,1
2016-02-15-06-45-00,11,4,7
2016-02-15-07-00-00,12,4,8
2016-02-15-07-15-00,11,4,7
2016-02-15-07-30-00,16,6,10
2016-02-15-07-45-00,28,7,21
2016-02-15-08-00-00,17,4,13
2016-02-15-08-15-00,24,3,21
2016-02-15-08-30-00,27,4,23
2016-02-15-08-45-00,15,0,15
2016-02-15-09-00-00,19,2,17
2016-02-15-09-15-00,11,4,7
2016-02-15-09-30-00,4,2,2
2016-02-15-09-45-00,2,1,1
2016-02-15-10-00-00,9,3,6
2016-02-15-10-15-00,2,0,2
2016-02-15-10-30-00,4,1,3
2016-02-15-10-45-00,2,1,1
2016-02-15-11-00-00,1,0,1
2016-02-15-11-15-00,2,1,1
2016-02-15-11-30-00,4,3,1
2016-02-15-11-45-00,6,3,3
2016-02-15-12-00-00,5,2,3
2016-02-15-12-15-00,4,1,3
2016-02-15-12-30-00,3,2,1
2016-02-15-12-45-00,2,1,1
2016-02-15-13-00-00,6,3,3
2016-02-15-13-15-00,5,4,1
2016-02-15-13-30-00,2,0,2
2016-02-15-13-45-00,6,4,2
2016-02-15-14-00-00,2,2,0
2016-02-15-14-15-00,6,3,3
2016-02-15-14-30-00,10,6,4
2016-02-15-14-45-00,3,1,2
2016-02-15-15-00-00,7,5,2
2016-02-15-15-15-00,7,4,3
2016-02-15-15-30-00,5,4,1
2016-02-15-15-45-00,13,9,4
2016-02-15-16-00-00,7,6,1
2016-02-15-16-15-00,21,14,7
2016-02-15-16-30-00,9,8,1
2016-02-15-16-45-00,11,7,4
2016-02-15-17-00-00,19,12,7
2016-02-15-17-15-00,14,12,2
2016-02-15-17-30-00,20,13,7
2016-02-15-17-45-00,16,11,5
2016-02-15-18-00-00,20,14,6
2016-02-15-18-15-00,12,8,4
2016-02-15-18-30-00,10,9,1
2016-02-15-18-45-00,6,5,1
2016-02-15-19-00-00,11,7,4
2016-02-15-19-15-00,8,6,2
2016-02-15-19-30-00,9,7,2
2016-02-15-19-45-00,5,4,1
2016-02-15-20-00-00,10,7,3
2016-02-15-20-15-00,3,2,1
2016-02-15-20-30-00,3,1,2
2016-02-15-20-45-00,2,1,1
2016-02-15-21-00-00,0,0,0
2016-02-15-21-15-00,2,2,0
2016-02-15-21-30-00,2,0,2
2016-02-15-21-45-00,1,1,0
2016-02-15-22-00-00,1,1,0
2016-02-15-22-15-00,2,0,2
2016-02-15-22-30-00,1,1,0
2016-02-15-22-45-00,1,0,1
2016-02-15-23-00-00,1,1,0
2016-02-15-23-15-00,0,0,0
2016-02-15-23-30-00,0,0,0
2016-02-15-23-45-00,1,1,0
2016-02-16-00-00-00,0,0,0
2016-02-16-00-15-00,0,0,0
2016-02-16-00-30-00,0,0,0
2016-02-16-00-45-00,1,0,1
2016-02-16-01-00-00,0,0,0
2016-02-16-01-15-00,0,0,0
2016-02-16-01-30-00,0,0,0
2016-02-16-01-45-00,0,0,0
2016-02-16-02-00-00,0,0,0
2016-02-16-02-15-00,0,0,0
2016-02-16-02-30-00,0,0,0
2016-02-16-02-45-00,1,1,0
2016-02-16-03-00-00,0,0,0
2016-02-16-03-15-00,0,0,0
2016-02-16-03-30-00,0,0,0
2016-02-16-03-45-00,1,0,1
2016-02-16-04-00-00,0,0,0
2016-02-16-04-15-00,0,0,0
2016-02-16-04-30-00,0,0,0
2016-02-16-04-45-00,0,0,0
2016-02-16-05-00-00,0,0,0
2016-02-16-05-15-00,0,0,0
2016-02-16-05-30-00,2,1,1
2016-02-16-05-45-00,1,1,0
2016-02-16-06-00-00,2,0,2
2016-02-16-06-15-00,6,4,2
2016-02-16-06-30-00,2,1,1
2016-02-16-06-45-00,11,5,6
2016-02-16-07-00-00,11,3,8
2016-02-16-07-15-00,20,6,14
2016-02-16-07-30-00,23,8,15
2016-02-16-07-45-00,36,12,24
2016-02-16-08-00-00,30,2,28
2016-02-16-08-15-00,42,7,35
2016-02-16-08-30-00,34,6,28
2016-02-16-08-45-00,23,2,21
2016-02-16-09-00-00,18,4,14
2016-02-16-09-15-00,22,7,15
2016-02-16-09-30-00,9,3,6
2016-02-16-09-45-00,6,2,4
2016-02-16-10-00-00,8,3,5
2016-02-16-10-15-00,11,4,7
2016-02-16-10-30-00,11,7,4
2016-02-16-10-45-00,8,5,3
2016-02-16-11-00-00,8,5,3
2016-02-16-11-15-00,16,7,9
2016-02-16-11-30-00,6,4,2
2016-02-16-11-45-00,9,7,2
2016-02-16-12-00-00,11,7,4
2016-02-16-12-15-00,17,6,11
2016-02-16-12-30-00,24,12,12
2016-02-16-12-45-00,19,13,6
2016-02-16-13-00-00,23,13,10
2016-02-16-13-15-00,17,8,9
2016-02-16-13-30-00,15,6,9
2016-02-16-13-45-00,23,11,12
2016-02-16-14-00-00,28,9,19
2016-02-16-14-15-00,30,15,15
2016-02-16-14-30-00,29,13,16
2016-02-16-14-45-00,26,16,10
2016-02-16-15-00-00,27,20,7
2016-02-16-15-15-00,33,18,15
2016-02-16-15-30-00,21,14,7
2016-02-16-15-45-00,33,20,13
2016-02-16-16-00-00,32,25,7
2016-02-16-16-15-00,42,29,13
2016-02-16-16-30-00,43,29,14
2016-02-16-16-45-00,44,30,14
2016-02-16-17-00-00,49,27,22
2016-02-16-17-15-00,42,26,16
2016-02-16-17-30-00,40,29,11
2016-02-16-17-45-00,33,27,6
2016-02-16-18-00-00,26,20,6
2016-02-16-18-15-00,19,12,7
2016-02-16-18-30-00,22,19,3
2016-02-16-18-45-00,15,8,7
2016-02-16-19-00-00,17,8,9
2016-02-16-19-15-00,12,11,1
2016-02-16-19-30-00,7,6,1
2016-02-16-19-45-00,4,2,2
2016-02-16-20-00-00,9,5,4
2016-02-16-20-15-00,10,8,2
2016-02-16-20-30-00,4,4,0
2016-02-16-20-45-00,3,1,2
2016-02-16-21-00-00,3,3,0
2016-02-16-21-15-00,4,2,2
2016-02-16-21-30-00,3,1,2
2016-02-16-21-45-00,2,1,1
2016-02-16-22-00-00,2,1,1
2016-02-16-22-15-00,1,0,1
2016-02-16-22-30-00,2,1,1
2016-02-16-22-45-00,1,0,1
2016-02-16-23-00-00,0,0,0
2016-02-16-23-15-00,0,0,0
2016-02-16-23-30-00,0,0,0
2016-02-16-23-45-00,1,1,0
2016-02-17-00-00-00,0,0,0
2016-02-17-00-15-00,0,0,0
2016-02-17-00-30-00,0,0,0
2016-02-17-00-45-00,0,0,0
2016-02-17-01-00-00,0,0,0
2016-02-17-01-15-00,0,0,0
2016-02-17-01-30-00,0,0,0
2016-02-17-01-45-00,1,0,1
2016-02-17-02-00-00,0,0,0
2016-02-17-02-15-00,0,0,0
2016-02-17-02-30-00,0,0,0
2016-02-17-02-45-00,0,0,0
2016-02-17-03-00-00,0,0,0
2016-02-17-03-15-00,0,0,0
2016-02-17-03-30-00,0,0,0
2016-02-17-03-45-00,0,0,0
2016-02-17-04-00-00,0,0,0
2016-02-17-04-15-00,0,0,0
2016-02-17-04-30-00,0,0,0
2016-02-17-04-45-00,0,0,0
2016-02-17-05-00-00,0,0,0
2016-02-17-05-15-00,0,0,0
2016-02-17-05-30-00,0,0,0
2016-02-17-05-45-00,1,0,1
2016-02-17-06-00-00,2,1,1
2016-02-17-06-15-00,3,0,3
2016-02-17-06-30-00,7,4,3
2016-02-17-06-45-00,11,5,6
2016-02-17-07-00-00,14,5,9
2016-02-17-07-15-00,26,9,17
2016-02-17-07-30-00,25,14,11
2016-02-17-07-45-00,35,10,25
2016-02-17-08-00-00,33,3,30
2016-02-17-08-15-00,26,2,24
2016-02-17-08-30-00,34,6,28
2016-02-17-08-45-00,29,4,25
2016-02-17-09-00-00,28,7,21
2016-02-17-09-15-00,12,3,9
2016-02-17-09-30-00,14,6,8
2016-02-17-09-45-00,10,6,4
2016-02-17-10-00-00,9,7,2
2016-02-17-10-15-00,6,5,1
2016-02-17-10-30-00,7,2,5
2016-02-17-10-45-00,7,0,7
2016-02-17-11-00-00,19,9,10
2016-02-17-11-15-00,15,9,6
2016-02-17-11-30-00,10,3,7
2016-02-17-11-45-00,11,3,8
2016-02-17-12-00-00,16,7,9
2016-02-17-12-15-00,16,7,9
2016-02-17-12-30-00,30,12,18
2016-02-17-12-45-00,14,6,8
2016-02-17-13-00-00,17,9,8
2016-02-17-13-15-00,24,11,13
2016-02-17-13-30-00,19,10,9
2016-02-17-13-45-00,20,10,10
2016-02-17-14-00-00,21,11,10
2016-02-17-14-15-00,21,10,11
2016-02-17-14-30-00,22,10,12
2016-02-17-14-45-00,33,19,14
2016-02-17-15-00-00,20,9,11
2016-02-17-15-15-00,28,22,6
2016-02-17-15-30-00,24,16,8
2016-02-17-15-45-00,32,24,8
2016-02-17-16-00-00,23,12,11
2016-02-17-16-15-00,34,22,12
2016-02-17-16-30-00,34,25,9
2016-02-17-16-45-00,25,14,11
2016-02-17-17-00-00,34,20,14
2016-02-17-17-15-00,29,23,6
2016-02-17-17-30-00,28,25,3
2016-02-17-17-45-00,30,21,9
2016-02-17-18-00-00,25,17,8
2016-02-17-18-15-00,15,10,5
2016-02-17-18-30-00,14,10,4
2016-02-17-18-45-00,22,18,4
2016-02-17-19-00-00,14,10,4
2016-02-17-19-15-00,18,16,2
2016-02-17-19-30-00,5,4,1
2016-02-17-19-45-00,6,4,2
2016-02-17-20-00-00,8,4,4
2016-02-17-20-15-00,3,3,0
2016-02-17-20-30-00,2,1,1
2016-02-17-20-45-00,5,4,1
2016-02-17-21-00-00,4,3,1
2016-02-17-21-15-00,9,3,6
2016-02-17-21-30-00,1,0,1
2016-02-17-21-45-00,2,0,2
2016-02-17-22-00-00,5,5,0
2016-02-17-22-15-00,1,1,0
2016-02-17-22-30-00,2,1,1
2016-02-17-22-45-00,2,2,0
2016-02-17-23-00-00,2,1,1
2016-02-17-23-15-00,1,1,0
2016-02-17-23-30-00,0,0,0
2016-02-17-23-45-00,1,1,0
2016-02-18-00-00-00,0,0,0
2016-02-18-00-15-00,0,0,0
2016-02-18-00-30-00,0,0,0
2016-02-18-00-45-00,0,0,0
2016-02-18-01-00-00,0,0,0
2016-02-18-01-15-00,0,0,0
2016-02-18-01-30-00,1,0,1
2016-02-18-01-45-00,0,0,0
2016-02-18-02-00-00,0,0,0
2016-02-18-02-15-00,0,0,0
2016-02-18-02-30-00,0,0,0
2016-02-18-02-45-00,0,0,0
2016-02-18-03-00-00,0,0,0
2016-02-18-03-15-00,0,0,0
2016-02-18-03-30-00,0,0,0
2016-02-18-03-45-00,0,0,0
2016-02-18-04-00-00,0,0,0
2016-02-18-04-15-00,0,0,0
2016-02-18-04-30-00,0,0,0
2016-02-18-04-45-00,0,0,0
2016-02-18-05-00-00,0,0,0
2016-02-18-05-15-00,0,0,0
2016-02-18-05-30-00,1,0,1
2016-02-18-05-45-00,0,0,0
2016-02-18-06-00-00,1,0,1
2016-02-18-06-15-00,4,1,3
2016-02-18-06-30-00,6,3,3
2016-02-18-06-45-00,14,5,9
2016-02-18-07-00-00,8,2,6
2016-02-18-07-15-00,15,7,8
2016-02-18-07-30-00,29,12,17
2016-02-18-07-45-00,27,5,22
2016-02-18-08-00-00,26,6,20
2016-02-18-08-15-00,33,8,25
2016-02-18-08-30-00,44,5,39
2016-02-18-08-45-00,28,3,25
2016-02-18-09-00-00,23,6,17
2016-02-18-09-15-00,15,2,13
2016-02-18-09-30-00,5,3,2
2016-02-18-09-45-00,7,5,2
2016-02-18-10-00-00,8,5,3
2016-02-18-10-15-00,8,3,5
2016-02-18-10-30-00,10,5,5
2016-02-18-10-45-00,6,3,3
2016-02-18-11-00-00,10,7,3
2016-02-18-11-15-00,10,3,7
2016-02-18-11-30-00,14,8,6
2016-02-18-11-45-00,19,11,8
2016-02-18-12-00-00,7,5,2
2016-02-18-12-15-00,8,4,4
2016-02-18-12-30-00,14,9,5
2016-02-18-12-45-00,10,1,9
2016-02-18-13-00-00,11,4,7
2016-02-18-13-15-00,6,4,2
2016-02-18-13-30-00,9,4,5
2016-02-18-13-45-00,13,6,7
2016-02-18-14-00-00,18,8,10
2016-02-18-14-15-00,8,4,4
2016-02-18-14-30-00,19,12,7
2016-02-18-14-45-00,14,7,7
2016-02-18-15-00-00,9,3,6
2016-02-18-15-15-00,19,11,8
2016-02-18-15-30-00,16,10,6
2016-02-18-15-45-00,20,13,7
2016-02-18-16-00-00,23,15,8
2016-02-18-16-15-00,31,25,6
2016-02-18-16-30-00,28,21,7
2016-02-18-16-45-00,33,19,14
2016-02-18-17-00-00,30,19,11
2016-02-18-17-15-00,29,22,7
2016-02-18-17-30-00,26,19,7
2016-02-18-17-45-00,33,22,11
2016-02-18-18-00-00,28,17,11
2016-02-18-18-15-00,25,21,4
2016-02-18-18-30-00,12,10,2
2016-02-18-18-45-00,11,6,5
2016-02-18-19-00-00,7,7,0
2016-02-18-19-15-00,12,9,3
2016-02-18-19-30-00,7,2,5
2016-02-18-19-45-00,2,2,0
2016-02-18-20-00-00,8,6,2
2016-02-18-20-15-00,5,5,0
2016-02-18-20-30-00,3,2,1
2016-02-18-20-45-00,2,1,1
2016-02-18-21-00-00,1,0,1
2016-02-18-21-15-00,1,0,1
2016-02-18-21-30-00,2,2,0
2016-02-18-21-45-00,7,2,5
2016-02-18-22-00-00,2,2,0
2016-02-18-22-15-00,2,0,2
2016-02-18-22-30-00,5,3,2
2016-02-18-22-45-00,1,0,1
2016-02-18-23-00-00,1,1,0
2016-02-18-23-15-00,0,0,0
2016-02-18-23-30-00,0,0,0
2016-02-18-23-45-00,0,0,0
2016-02-19-00-00-00,0,0,0
2016-02-19-00-15-00,0,0,0
2016-02-19-00-30-00,0,0,0
2016-02-19-00-45-00,0,0,0
2016-02-19-01-00-00,1,1,0
2016-02-19-01-15-00,0,0,0
2016-02-19-01-30-00,0,0,0
2016-02-19-01-45-00,0,0,0
2016-02-19-02-00-00,0,0,0
2016-02-19-02-15-00,1,0,1
2016-02-19-02-30-00,0,0,0
2016-02-19-02-45-00,0,0,0
2016-02-19-03-00-00,0,0,0
2016-02-19-03-15-00,0,0,0
2016-02-19-03-30-00,0,0,0
2016-02-19-03-45-00,0,0,0
2016-02-19-04-00-00,0,0,0
2016-02-19-04-15-00,0,0,0
2016-02-19-04-30-00,0,0,0
2016-02-19-04-45-00,0,0,0
2016-02-19-05-00-00,0,0,0
2016-02-19-05-15-00,0,0,0
2016-02-19-05-30-00,1,1,0
2016-02-19-05-45-00,3,2,1
2016-02-19-06-00-00,3,2,1
2016-02-19-06-15-00,4,2,2
2016-02-19-06-30-00,3,0,3
2016-02-19-06-45-00,10,4,6
2016-02-19-07-00-00,11,5,6
2016-02-19-07-15-00,16,5,11
2016-02-19-07-30-00,19,9,10
2016-02-19-07-45-00,24,7,17
2016-02-19-08-00-00,25,4,21
2016-02-19-08-15-00,27,6,21
2016-02-19-08-30-00,27,5,22
2016-02-19-08-45-00,28,6,22
2016-02-19-09-00-00,17,3,14
2016-02-19-09-15-00,5,2,3
2016-02-19-09-30-00,6,2,4
2016-02-19-09-45-00,5,0,5
2016-02-19-10-00-00,5,2,3
2016-02-19-10-15-00,3,3,0
2016-02-19-10-30-00,1,1,0
2016-02-19-10-45-00,1,1,0
2016-02-19-11-00-00,2,0,2
2016-02-19-11-15-00,1,1,0
2016-02-19-11-30-00,2,0,2
2016-02-19-11-45-00,4,1,3
2016-02-19-12-00-00,6,4,2
2016-02-19-12-15-00,4,3,1
2016-02-19-12-30-00,2,2,0
2016-02-19-12-45-00,3,2,1
2016-02-19-13-00-00,4,2,2
2016-02-19-13-15-00,4,3,1
2016-02-19-13-30-00,10,5,5
2016-02-19-13-45-00,10,8,2
2016-02-19-14-00-00,9,4,5
2016-02-19-14-15-00,11,8,3
2016-02-19-14-30-00,12,8,4
2016-02-19-14-45-00,8,7,1
2016-02-19-15-00-00,11,8,3
2016-02-19-15-15-00,16,13,3
2016-02-19-15-30-00,23,16,7
2016-02-19-15-45-00,17,10,7
2016-02-19-16-00-00,24,15,9
2016-02-19-16-15-00,20,13,7
2016-02-19-16-30-00,26,17,9
2016-02-19-16-45-00,38,26,12
2016-02-19-17-00-00,34,21,13
2016-02-19-17-15-00,36,26,10
2016-02-19-17-30-00,12,3,9
2016-02-19-17-45-00,14,9,5
2016-02-19-18-00-00,21,17,4
2016-02-19-18-15-00,17,9,8
2016-02-19-18-30-00,16,9,7
2016-02-19-18-45-00,8,7,1
2016-02-19-19-00-00,8,4,4
2016-02-19-19-15-00,3,3,0
2016-02-19-19-30-00,0,0,0
2016-02-19-19-45-00,3,3,0
2016-02-19-20-00-00,4,2,2
2016-02-19-20-15-00,3,2,1
2016-02-19-20-30-00,6,3,3
2016-02-19-20-45-00,2,0,2
2016-02-19-21-00-00,0,0,0
2016-02-19-21-15-00,0,0,0
2016-02-19-21-30-00,1,0,1
2016-02-19-21-45-00,0,0,0
2016-02-19-22-00-00,0,0,0
