 ;5.15 BN - Weg auf Damm Neil ;5.15 BN - Weg auf Damm Neil Radfahrer Ri. Norden ;5.15 BN - Weg auf Damm Neil Radfahrer Ri. Süden ;5.15 BN - Weg auf Damm Neil Radfahrer Ri. Norden ;5.15 BN - Weg auf Damm Neil Radfahrer Ri. Süden
2017-03-25-19-45-00;17;6;2;4;5
2017-03-25-20-00-00;9;3;3;0;3
2017-03-25-20-15-00;9;3;0;3;3
2017-03-25-20-30-00;4;1;0;1;2
2017-03-25-20-45-00;11;4;2;2;3
2017-03-25-21-00-00;9;4;0;2;3
2017-03-25-21-15-00;3;0;1;0;2
2017-03-25-21-30-00;3;1;1;0;1
2017-03-25-21-45-00;2;1;0;0;1
2017-03-25-22-00-00;1;1;0;0;0
2017-03-25-22-15-00;2;0;1;0;1
2017-03-25-22-30-00;0;0;0;0;0
2017-03-25-22-45-00;2;1;0;0;1
2017-03-25-23-00-00;7;2;0;1;4
2017-03-25-23-15-00;5;1;1;0;3
2017-03-25-23-30-00;2;1;0;1;0
2017-03-25-23-45-00;24;10;1;11;2
2017-03-26-00-00-00;23;12;0;11;0
2017-03-26-00-15-00;10;5;0;5;0
2017-03-26-00-30-00;4;1;0;3;0
2017-03-26-00-45-00;2;1;0;1;0
2017-03-26-01-00-00;0;0;0;0;0
2017-03-26-01-15-00;6;0;3;0;3
2017-03-26-01-30-00;0;0;0;0;0
2017-03-26-01-45-00;2;1;0;1;0
2017-03-26-03-00-00;0;0;0;0;0
2017-03-26-03-15-00;1;0;0;0;1
2017-03-26-03-30-00;0;0;0;0;0
2017-03-26-03-45-00;0;0;0;0;0
2017-03-26-04-00-00;0;0;0;0;0
2017-03-26-04-15-00;0;0;0;0;0
2017-03-26-04-30-00;2;0;1;0;1
2017-03-26-04-45-00;0;0;0;0;0
2017-03-26-05-00-00;0;0;0;0;0
2017-03-26-05-15-00;0;0;0;0;0
2017-03-26-05-30-00;0;0;0;0;0
2017-03-26-05-45-00;0;0;0;0;0
2017-03-26-06-00-00;0;0;0;0;0
2017-03-26-06-15-00;0;0;0;0;0
2017-03-26-06-30-00;0;0;0;0;0
2017-03-26-06-45-00;1;1;0;0;0
2017-03-26-07-00-00;0;0;0;0;0
2017-03-26-07-15-00;0;0;0;0;0
2017-03-26-07-30-00;1;0;0;0;1
2017-03-26-07-45-00;2;1;0;1;0
2017-03-26-08-00-00;1;0;0;0;1
2017-03-26-08-15-00;2;1;0;0;1
2017-03-26-08-30-00;8;3;0;0;5
2017-03-26-08-45-00;7;1;1;2;3
2017-03-26-09-00-00;14;4;0;1;9
2017-03-26-09-15-00;8;0;1;0;7
2017-03-26-09-30-00;8;3;0;1;4
2017-03-26-09-45-00;20;10;1;3;6
2017-03-26-10-00-00;12;4;1;2;5
2017-03-26-10-15-00;22;11;2;1;8
2017-03-26-10-30-00;33;20;0;3;10
2017-03-26-10-45-00;36;19;0;4;13
2017-03-26-11-00-00;35;18;2;3;12
2017-03-26-11-15-00;27;11;4;2;10
2017-03-26-11-30-00;49;23;2;9;15
2017-03-26-11-45-00;56;21;5;8;22
2017-03-26-12-00-00;73;25;3;10;35
2017-03-26-12-15-00;86;46;1;6;33
2017-03-26-12-30-00;71;30;4;5;32
2017-03-26-12-45-00;99;52;3;10;34
2017-03-26-13-00-00;76;34;2;5;35
2017-03-26-13-15-00;116;54;9;2;51
2017-03-26-13-30-00;116;54;6;9;47
2017-03-26-13-45-00;144;81;4;3;56
2017-03-26-14-00-00;138;53;13;5;67
2017-03-26-14-15-00;121;60;2;5;54
2017-03-26-14-30-00;156;73;4;8;71
2017-03-26-14-45-00;128;59;9;13;47
2017-03-26-15-00-00;131;68;5;3;55
2017-03-26-15-15-00;156;64;15;2;75
2017-03-26-15-30-00;183;92;9;5;77
2017-03-26-15-45-00;138;58;5;4;71
2017-03-26-16-00-00;157;69;12;3;73
2017-03-26-16-15-00;122;49;6;7;60
2017-03-26-16-30-00;105;50;5;5;45
2017-03-26-16-45-00;93;45;2;6;40
2017-03-26-17-00-00;110;56;5;8;41
2017-03-26-17-15-00;100;58;2;6;34
2017-03-26-17-30-00;102;62;4;8;28
2017-03-26-17-45-00;106;65;2;10;29
2017-03-26-18-00-00;107;52;5;12;38
2017-03-26-18-15-00;62;36;0;3;23
2017-03-26-18-30-00;89;38;0;18;33
2017-03-26-18-45-00;79;38;5;11;25
2017-03-26-19-00-00;52;28;2;8;14
2017-03-26-19-15-00;28;12;1;5;10
2017-03-26-19-30-00;56;31;3;7;15
2017-03-26-19-45-00;41;21;1;11;8
2017-03-26-20-00-00;28;11;2;9;6
2017-03-26-20-15-00;20;12;0;5;3
2017-03-26-20-30-00;8;2;2;2;2
2017-03-26-20-45-00;12;2;3;1;6
2017-03-26-21-00-00;3;1;0;1;1
2017-03-26-21-15-00;2;1;0;0;1
2017-03-26-21-30-00;3;1;0;0;2
2017-03-26-21-45-00;4;1;1;1;1
2017-03-26-22-00-00;2;1;0;0;1
2017-03-26-22-15-00;1;1;0;0;0
2017-03-26-22-30-00;2;0;0;0;2
2017-03-26-22-45-00;2;0;1;0;1
2017-03-26-23-00-00;0;0;0;0;0
2017-03-26-23-15-00;1;1;0;0;0
2017-03-26-23-30-00;1;0;0;0;1
2017-03-26-23-45-00;0;0;0;0;0
2017-03-27-00-00-00;1;0;0;0;1
2017-03-27-00-15-00;0;0;0;0;0
2017-03-27-00-30-00;0;0;0;0;0
2017-03-27-00-45-00;0;0;0;0;0
2017-03-27-01-00-00;0;0;0;0;0
2017-03-27-01-15-00;0;0;0;0;0
2017-03-27-01-30-00;1;0;0;0;1
2017-03-27-01-45-00;1;0;0;0;1
2017-03-27-02-00-00;0;0;0;0;0
2017-03-27-02-15-00;0;0;0;0;0
2017-03-27-02-30-00;1;1;0;0;0
2017-03-27-02-45-00;0;0;0;0;0
2017-03-27-03-00-00;0;0;0;0;0
2017-03-27-03-15-00;0;0;0;0;0
2017-03-27-03-30-00;0;0;0;0;0
2017-03-27-03-45-00;0;0;0;0;0
2017-03-27-04-00-00;0;0;0;0;0
2017-03-27-04-15-00;0;0;0;0;0
2017-03-27-04-30-00;0;0;0;0;0
2017-03-27-04-45-00;0;0;0;0;0
2017-03-27-05-00-00;0;0;0;0;0
2017-03-27-05-15-00;0;0;0;0;0
2017-03-27-05-30-00;2;0;1;0;1
2017-03-27-05-45-00;2;0;1;0;1
2017-03-27-06-00-00;1;0;0;0;1
2017-03-27-06-15-00;4;0;0;0;4
2017-03-27-06-30-00;8;3;0;1;4
2017-03-27-06-45-00;6;3;0;1;2
2017-03-27-07-00-00;21;6;2;0;13
2017-03-27-07-15-00;29;12;3;2;12
2017-03-27-07-30-00;58;19;3;2;34
2017-03-27-07-45-00;67;24;5;4;34
2017-03-27-08-00-00;40;18;0;0;22
2017-03-27-08-15-00;49;16;4;0;29
2017-03-27-08-30-00;45;16;0;0;29
2017-03-27-08-45-00;37;9;0;1;27
2017-03-27-09-00-00;19;8;0;1;10
2017-03-27-09-15-00;18;7;0;1;10
2017-03-27-09-30-00;13;4;1;0;8
2017-03-27-09-45-00;20;9;1;2;8
2017-03-27-10-00-00;20;9;0;0;11
2017-03-27-10-15-00;19;10;0;1;8
2017-03-27-10-30-00;27;13;1;1;12
2017-03-27-10-45-00;17;10;0;1;6
2017-03-27-11-00-00;22;10;1;0;11
2017-03-27-11-15-00;28;12;0;0;16
2017-03-27-11-30-00;25;11;2;0;12
2017-03-27-11-45-00;35;20;1;0;14
2017-03-27-12-00-00;26;13;0;3;10
2017-03-27-12-15-00;26;10;0;4;12
2017-03-27-12-30-00;47;19;3;0;25
2017-03-27-12-45-00;31;13;0;4;14
2017-03-27-13-00-00;46;16;4;2;24
2017-03-27-13-15-00;55;26;1;7;21
2017-03-27-13-30-00;45;18;2;0;25
2017-03-27-13-45-00;40;16;0;1;23
2017-03-27-14-00-00;66;25;2;2;37
2017-03-27-14-15-00;52;25;0;1;26
2017-03-27-14-30-00;75;39;4;5;27
2017-03-27-14-45-00;49;17;4;3;25
2017-03-27-15-00-00;70;34;2;3;31
2017-03-27-15-15-00;63;33;2;5;23
2017-03-27-15-30-00;64;26;2;4;32
2017-03-27-15-45-00;72;37;1;5;29
2017-03-27-16-00-00;73;44;3;6;20
2017-03-27-16-15-00;93;56;0;3;34
2017-03-27-16-30-00;68;43;2;3;20
2017-03-27-16-45-00;85;38;7;1;39
2017-03-27-17-00-00;106;44;5;8;49
2017-03-27-17-15-00;100;54;1;3;42
2017-03-27-17-30-00;99;52;2;6;39
2017-03-27-17-45-00;98;45;2;3;48
2017-03-27-18-00-00;65;38;1;4;22
2017-03-27-18-15-00;104;56;6;3;39
2017-03-27-18-30-00;75;35;5;5;30
2017-03-27-18-45-00;87;45;1;9;32
2017-03-27-19-00-00;72;41;1;5;25
2017-03-27-19-15-00;67;32;1;9;25
2017-03-27-19-30-00;58;33;1;10;14
2017-03-27-19-45-00;45;25;2;5;13
2017-03-27-20-00-00;32;14;2;4;12
2017-03-27-20-15-00;29;14;2;3;10
2017-03-27-20-30-00;15;6;0;5;4
2017-03-27-20-45-00;7;4;1;0;2
2017-03-27-21-00-00;7;3;0;1;3
2017-03-27-21-15-00;6;4;1;0;1
2017-03-27-21-30-00;7;2;0;2;3
2017-03-27-21-45-00;3;1;0;0;2
2017-03-27-22-00-00;1;1;0;0;0
2017-03-27-22-15-00;1;0;0;0;1
2017-03-27-22-30-00;3;3;0;0;0
2017-03-27-22-45-00;1;0;0;0;1
2017-03-27-23-00-00;0;0;0;0;0
2017-03-27-23-15-00;0;0;0;0;0
2017-03-27-23-30-00;1;0;0;0;1
2017-03-27-23-45-00;0;0;0;0;0
2017-03-28-00-00-00;0;0;0;0;0
2017-03-28-00-15-00;0;0;0;0;0
2017-03-28-00-30-00;0;0;0;0;0
2017-03-28-00-45-00;0;0;0;0;0
2017-03-28-01-00-00;0;0;0;0;0
2017-03-28-01-15-00;0;0;0;0;0
2017-03-28-01-30-00;0;0;0;0;0
2017-03-28-01-45-00;0;0;0;0;0
2017-03-28-02-00-00;0;0;0;0;0
2017-03-28-02-15-00;0;0;0;0;0
2017-03-28-02-30-00;0;0;0;0;0
2017-03-28-02-45-00;0;0;0;0;0
2017-03-28-03-00-00;0;0;0;0;0
2017-03-28-03-15-00;0;0;0;0;0
2017-03-28-03-30-00;0;0;0;0;0
2017-03-28-03-45-00;0;0;0;0;0
2017-03-28-04-00-00;0;0;0;0;0
2017-03-28-04-15-00;0;0;0;0;0
2017-03-28-04-30-00;0;0;0;0;0
2017-03-28-04-45-00;0;0;0;0;0
2017-03-28-05-00-00;1;0;0;0;1
2017-03-28-05-15-00;0;0;0;0;0
2017-03-28-05-30-00;2;0;0;0;2
2017-03-28-05-45-00;3;1;0;0;2
2017-03-28-06-00-00;4;1;0;0;3
2017-03-28-06-15-00;2;2;0;0;0
2017-03-28-06-30-00;14;9;0;0;5
2017-03-28-06-45-00;10;4;1;0;5
2017-03-28-07-00-00;25;8;0;0;17
2017-03-28-07-15-00;37;8;4;4;21
2017-03-28-07-30-00;62;24;2;0;36
2017-03-28-07-45-00;70;27;3;0;40
2017-03-28-08-00-00;43;16;2;0;25
2017-03-28-08-15-00;48;19;1;1;27
2017-03-28-08-30-00;49;15;1;0;33
2017-03-28-08-45-00;40;10;2;1;27
2017-03-28-09-00-00;40;13;1;2;24
2017-03-28-09-15-00;24;13;0;0;11
2017-03-28-09-30-00;16;5;1;0;10
2017-03-28-09-45-00;24;13;0;1;10
2017-03-28-10-00-00;19;8;1;1;9
2017-03-28-10-15-00;17;8;1;0;8
2017-03-28-10-30-00;20;11;1;2;6
2017-03-28-10-45-00;29;10;2;1;16
2017-03-28-11-00-00;16;9;0;1;6
2017-03-28-11-15-00;22;10;1;2;9
2017-03-28-11-30-00;25;8;2;0;15
2017-03-28-11-45-00;30;11;2;0;17
2017-03-28-12-00-00;30;12;0;3;15
2017-03-28-12-15-00;45;24;1;3;17
2017-03-28-12-30-00;38;16;2;0;20
2017-03-28-12-45-00;44;20;2;1;21
2017-03-28-13-00-00;56;28;1;7;20
2017-03-28-13-15-00;62;28;2;9;23
2017-03-28-13-30-00;51;20;3;3;25
2017-03-28-13-45-00;58;27;1;4;26
2017-03-28-14-00-00;44;17;2;1;24
2017-03-28-14-15-00;55;24;4;1;26
2017-03-28-14-30-00;62;27;2;6;27
2017-03-28-14-45-00;46;19;0;1;26
2017-03-28-15-00-00;45;17;0;0;28
2017-03-28-15-15-00;83;55;0;4;24
2017-03-28-15-30-00;84;39;6;3;36
2017-03-28-15-45-00;67;28;4;1;34
2017-03-28-16-00-00;101;52;6;7;36
2017-03-28-16-15-00;116;56;5;2;53
2017-03-28-16-30-00;95;52;3;5;35
2017-03-28-16-45-00;91;52;3;5;31
2017-03-28-17-00-00;100;48;1;12;39
2017-03-28-17-15-00;105;69;1;9;26
2017-03-28-17-30-00;82;37;2;7;36
2017-03-28-17-45-00;84;41;2;4;37
2017-03-28-18-00-00;81;31;7;6;37
2017-03-28-18-15-00;95;39;5;4;47
2017-03-28-18-30-00;58;36;2;2;18
2017-03-28-18-45-00;70;38;2;9;21
2017-03-28-19-00-00;65;34;1;4;26
2017-03-28-19-15-00;51;26;1;2;22
2017-03-28-19-30-00;52;28;2;7;15
2017-03-28-19-45-00;49;30;2;5;12
2017-03-28-20-00-00;34;16;2;6;10
2017-03-28-20-15-00;40;19;2;8;11
2017-03-28-20-30-00;18;8;1;4;5
2017-03-28-20-45-00;14;5;1;1;7
2017-03-28-21-00-00;9;1;1;2;5
2017-03-28-21-15-00;11;4;1;0;6
2017-03-28-21-30-00;9;3;0;0;6
2017-03-28-21-45-00;3;1;0;0;2
2017-03-28-22-00-00;1;0;0;0;1
2017-03-28-22-15-00;1;0;0;1;0
2017-03-28-22-30-00;2;0;1;1;0
2017-03-28-22-45-00;0;0;0;0;0
2017-03-28-23-00-00;0;0;0;0;0
2017-03-28-23-15-00;1;0;1;0;0
2017-03-28-23-30-00;0;0;0;0;0
2017-03-28-23-45-00;0;0;0;0;0
2017-03-29-00-00-00;0;0;0;0;0
2017-03-29-00-15-00;0;0;0;0;0
2017-03-29-00-30-00;0;0;0;0;0
2017-03-29-00-45-00;0;0;0;0;0
2017-03-29-01-00-00;1;0;0;0;1
2017-03-29-01-15-00;0;0;0;0;0
2017-03-29-01-30-00;0;0;0;0;0
2017-03-29-01-45-00;0;0;0;0;0
2017-03-29-02-00-00;0;0;0;0;0
2017-03-29-02-15-00;0;0;0;0;0
2017-03-29-02-30-00;0;0;0;0;0
2017-03-29-02-45-00;1;0;0;0;1
2017-03-29-03-00-00;0;0;0;0;0
2017-03-29-03-15-00;0;0;0;0;0
2017-03-29-03-30-00;0;0;0;0;0
2017-03-29-03-45-00;0;0;0;0;0
2017-03-29-04-00-00;0;0;0;0;0
2017-03-29-04-15-00;0;0;0;0;0
2017-03-29-04-30-00;0;0;0;0;0
2017-03-29-04-45-00;0;0;0;0;0
2017-03-29-05-00-00;0;0;0;0;0
2017-03-29-05-15-00;0;0;0;0;0
2017-03-29-05-30-00;1;0;0;0;1
2017-03-29-05-45-00;1;0;0;0;1
2017-03-29-06-00-00;5;0;0;0;5
2017-03-29-06-15-00;6;3;0;0;3
2017-03-29-06-30-00;9;4;0;0;5
2017-03-29-06-45-00;11;3;0;1;7
2017-03-29-07-00-00;24;7;1;1;15
2017-03-29-07-15-00;27;8;2;2;15
2017-03-29-07-30-00;63;25;4;0;34
2017-03-29-07-45-00;61;27;1;2;31
2017-03-29-08-00-00;41;10;1;2;28
2017-03-29-08-15-00;45;15;1;0;29
2017-03-29-08-30-00;53;26;0;0;27
2017-03-29-08-45-00;45;18;2;0;25
2017-03-29-09-00-00;17;8;0;0;9
2017-03-29-09-15-00;27;11;1;1;14
2017-03-29-09-30-00;20;9;0;1;10
2017-03-29-09-45-00;17;7;0;0;10
2017-03-29-10-00-00;12;5;0;0;7
2017-03-29-10-15-00;14;8;1;0;5
2017-03-29-10-30-00;21;11;0;0;10
2017-03-29-10-45-00;18;7;2;2;7
2017-03-29-11-00-00;23;15;0;2;6
2017-03-29-11-15-00;17;8;0;1;8
2017-03-29-11-30-00;16;6;1;2;7
2017-03-29-11-45-00;26;5;4;2;15
2017-03-29-12-00-00;18;6;1;2;9
2017-03-29-12-15-00;26;10;1;1;14
2017-03-29-12-30-00;23;8;0;1;14
2017-03-29-12-45-00;23;8;3;2;10
2017-03-29-13-00-00;19;7;1;4;7
2017-03-29-13-15-00;26;14;1;1;10
2017-03-29-13-30-00;28;15;0;1;12
2017-03-29-13-45-00;28;15;0;1;12
2017-03-29-14-00-00;21;9;0;2;10
2017-03-29-14-15-00;21;7;0;1;13
2017-03-29-14-30-00;22;7;0;1;14
2017-03-29-14-45-00;28;12;2;0;14
2017-03-29-15-00-00;11;5;0;0;6
2017-03-29-15-15-00;28;13;1;2;12
2017-03-29-15-30-00;25;12;0;3;10
2017-03-29-15-45-00;33;18;2;3;10
2017-03-29-16-00-00;61;30;0;6;25
2017-03-29-16-15-00;25;17;0;1;7
2017-03-29-16-30-00;59;27;1;2;29
2017-03-29-16-45-00;42;26;0;1;15
2017-03-29-17-00-00;46;26;0;0;20
2017-03-29-17-15-00;50;26;2;4;18
2017-03-29-17-30-00;42;21;1;3;17
2017-03-29-17-45-00;51;22;1;4;24
2017-03-29-18-00-00;35;17;0;3;15
2017-03-29-18-15-00;29;14;1;3;11
2017-03-29-18-30-00;44;24;0;2;18
2017-03-29-18-45-00;53;28;2;5;18
2017-03-29-19-00-00;25;16;0;2;7
2017-03-29-19-15-00;19;13;0;4;2
2017-03-29-19-30-00;20;8;0;4;8
2017-03-29-19-45-00;24;9;1;4;10
2017-03-29-20-00-00;9;7;0;2;0
2017-03-29-20-15-00;15;10;0;1;4
2017-03-29-20-30-00;8;1;2;0;5
2017-03-29-20-45-00;16;8;0;3;5
2017-03-29-21-00-00;10;7;0;3;0
2017-03-29-21-15-00;8;1;1;2;4
2017-03-29-21-30-00;6;0;1;1;4
2017-03-29-21-45-00;4;2;0;0;2
2017-03-29-22-00-00;4;0;0;0;4
2017-03-29-22-15-00;5;1;1;0;3
2017-03-29-22-30-00;3;1;0;1;1
2017-03-29-22-45-00;3;0;0;0;3
2017-03-29-23-00-00;0;0;0;0;0
2017-03-29-23-15-00;0;0;0;0;0
2017-03-29-23-30-00;0;0;0;0;0
2017-03-29-23-45-00;1;0;0;1;0
2017-03-30-00-00-00;1;0;0;0;1
2017-03-30-00-15-00;0;0;0;0;0
2017-03-30-00-30-00;2;1;0;0;1
2017-03-30-00-45-00;0;0;0;0;0
2017-03-30-01-00-00;0;0;0;0;0
2017-03-30-01-15-00;0;0;0;0;0
2017-03-30-01-30-00;0;0;0;0;0
2017-03-30-01-45-00;0;0;0;0;0
2017-03-30-02-00-00;0;0;0;0;0
2017-03-30-02-15-00;0;0;0;0;0
2017-03-30-02-30-00;0;0;0;0;0
2017-03-30-02-45-00;0;0;0;0;0
2017-03-30-03-00-00;0;0;0;0;0
2017-03-30-03-15-00;0;0;0;0;0
2017-03-30-03-30-00;0;0;0;0;0
2017-03-30-03-45-00;0;0;0;0;0
2017-03-30-04-00-00;0;0;0;0;0
2017-03-30-04-15-00;0;0;0;0;0
2017-03-30-04-30-00;1;0;0;0;1
2017-03-30-04-45-00;0;0;0;0;0
2017-03-30-05-00-00;0;0;0;0;0
2017-03-30-05-15-00;0;0;0;0;0
2017-03-30-05-30-00;3;1;0;1;1
2017-03-30-05-45-00;2;1;0;0;1
2017-03-30-06-00-00;2;1;0;0;1
2017-03-30-06-15-00;3;0;0;0;3
2017-03-30-06-30-00;13;7;1;1;4
2017-03-30-06-45-00;15;7;0;0;8
2017-03-30-07-00-00;26;10;0;1;15
2017-03-30-07-15-00;29;8;0;3;18
2017-03-30-07-30-00;71;23;3;0;45
2017-03-30-07-45-00;45;15;0;2;28
2017-03-30-08-00-00;46;15;1;2;28
2017-03-30-08-15-00;55;18;0;0;37
2017-03-30-08-30-00;55;15;1;1;38
2017-03-30-08-45-00;39;16;1;0;22
2017-03-30-09-00-00;28;11;3;0;14
2017-03-30-09-15-00;19;4;0;0;15
2017-03-30-09-30-00;25;8;2;0;15
2017-03-30-09-45-00;32;19;0;2;11
2017-03-30-10-00-00;17;8;0;2;7
2017-03-30-10-15-00;18;10;1;2;5
2017-03-30-10-30-00;17;6;0;0;11
2017-03-30-10-45-00;13;6;0;0;7
2017-03-30-11-00-00;21;13;1;3;4
2017-03-30-11-15-00;22;10;0;2;10
2017-03-30-11-30-00;22;12;1;3;6
2017-03-30-11-45-00;28;12;0;3;13
2017-03-30-12-00-00;16;11;0;0;5
2017-03-30-12-15-00;23;8;0;0;15
2017-03-30-12-30-00;47;19;2;4;22
2017-03-30-12-45-00;32;17;1;1;13
2017-03-30-13-00-00;43;24;2;2;15
2017-03-30-13-15-00;30;22;0;4;4
2017-03-30-13-30-00;32;10;1;2;19
2017-03-30-13-45-00;37;23;0;1;13
2017-03-30-14-00-00;45;19;3;3;20
2017-03-30-14-15-00;64;38;0;2;24
2017-03-30-14-30-00;68;28;2;11;27
2017-03-30-14-45-00;35;15;0;3;17
2017-03-30-15-00-00;42;18;1;1;22
2017-03-30-15-15-00;50;28;1;3;18
2017-03-30-15-30-00;70;38;2;4;26
2017-03-30-15-45-00;58;31;3;6;18
2017-03-30-16-00-00;75;37;2;3;33
2017-03-30-16-15-00;82;37;3;4;38
2017-03-30-16-30-00;89;47;1;1;40
2017-03-30-16-45-00;80;36;3;4;37
2017-03-30-17-00-00;78;33;2;3;40
2017-03-30-17-15-00;118;57;4;6;51
2017-03-30-17-30-00;112;53;2;9;48
2017-03-30-17-45-00;88;41;2;5;40
2017-03-30-18-00-00;100;37;4;4;55
2017-03-30-18-15-00;88;40;3;5;40
2017-03-30-18-30-00;96;53;8;7;28
2017-03-30-18-45-00;87;43;2;4;38
2017-03-30-19-00-00;75;46;6;4;19
2017-03-30-19-15-00;71;38;0;1;32
2017-03-30-19-30-00;60;33;2;10;15
2017-03-30-19-45-00;40;22;0;4;14
2017-03-30-20-00-00;38;16;2;5;15
2017-03-30-20-15-00;24;10;0;4;10
2017-03-30-20-30-00;32;11;3;4;14
2017-03-30-20-45-00;13;6;0;3;4
2017-03-30-21-00-00;16;4;1;4;7
2017-03-30-21-15-00;17;7;1;2;7
2017-03-30-21-30-00;7;4;0;2;1
2017-03-30-21-45-00;11;2;2;2;5
2017-03-30-22-00-00;12;4;2;1;5
2017-03-30-22-15-00;10;4;1;3;2
2017-03-30-22-30-00;3;0;1;1;1
2017-03-30-22-45-00;4;0;1;0;3
2017-03-30-23-00-00;1;0;0;0;1
2017-03-30-23-15-00;3;1;0;2;0
2017-03-30-23-30-00;2;0;0;0;2
2017-03-30-23-45-00;0;0;0;0;0
2017-03-31-00-00-00;1;0;0;0;1
2017-03-31-00-15-00;0;0;0;0;0
2017-03-31-00-30-00;1;0;0;1;0
2017-03-31-00-45-00;0;0;0;0;0
2017-03-31-01-00-00;0;0;0;0;0
2017-03-31-01-15-00;0;0;0;0;0
2017-03-31-01-30-00;0;0;0;0;0
2017-03-31-01-45-00;0;0;0;0;0
2017-03-31-02-00-00;0;0;0;0;0
2017-03-31-02-15-00;0;0;0;0;0
2017-03-31-02-30-00;1;1;0;0;0
2017-03-31-02-45-00;0;0;0;0;0
2017-03-31-03-00-00;0;0;0;0;0
2017-03-31-03-15-00;0;0;0;0;0
2017-03-31-03-30-00;0;0;0;0;0
2017-03-31-03-45-00;0;0;0;0;0
2017-03-31-04-00-00;0;0;0;0;0
2017-03-31-04-15-00;0;0;0;0;0
2017-03-31-04-30-00;0;0;0;0;0
2017-03-31-04-45-00;0;0;0;0;0
2017-03-31-05-00-00;0;0;0;0;0
2017-03-31-05-15-00;1;1;0;0;0
2017-03-31-05-30-00;1;0;0;0;1
2017-03-31-05-45-00;4;0;0;1;3
2017-03-31-06-00-00;4;1;0;1;2
2017-03-31-06-15-00;4;3;0;0;1
2017-03-31-06-30-00;11;6;0;1;4
2017-03-31-06-45-00;12;5;0;0;7
2017-03-31-07-00-00;21;7;0;0;14
2017-03-31-07-15-00;31;13;0;3;15
2017-03-31-07-30-00;57;17;2;1;37
2017-03-31-07-45-00;60;20;2;3;35
2017-03-31-08-00-00;45;10;4;0;31
2017-03-31-08-15-00;41;15;0;3;23
2017-03-31-08-30-00;44;14;2;0;28
2017-03-31-08-45-00;39;18;0;1;20
2017-03-31-09-00-00;24;9;0;1;14
2017-03-31-09-15-00;19;3;1;2;13
2017-03-31-09-30-00;22;11;0;0;11
2017-03-31-09-45-00;27;13;1;1;12
2017-03-31-10-00-00;21;11;0;2;8
2017-03-31-10-15-00;28;11;2;2;13
2017-03-31-10-30-00;34;14;1;2;17
2017-03-31-10-45-00;31;19;0;1;11
2017-03-31-11-00-00;43;15;4;0;24
2017-03-31-11-15-00;40;13;3;0;24
2017-03-31-11-30-00;42;15;2;2;23
2017-03-31-11-45-00;38;15;1;0;22
2017-03-31-12-00-00;28;12;1;1;14
2017-03-31-12-15-00;32;14;1;1;16
2017-03-31-12-30-00;47;20;1;3;23
2017-03-31-12-45-00;63;22;5;3;33
2017-03-31-13-00-00;55;25;2;2;26
2017-03-31-13-15-00;82;42;4;4;32
2017-03-31-13-30-00;64;25;3;2;34
2017-03-31-13-45-00;70;26;3;1;40
2017-03-31-14-00-00;73;40;1;5;27
2017-03-31-14-15-00;62;29;1;4;28
2017-03-31-14-30-00;120;52;10;8;50
2017-03-31-14-45-00;82;38;2;2;40
2017-03-31-15-00-00;62;29;1;5;27
2017-03-31-15-15-00;81;34;6;3;38
2017-03-31-15-30-00;98;45;5;6;42
2017-03-31-15-45-00;113;53;3;7;50
2017-03-31-16-00-00;111;50;5;3;53
2017-03-31-16-15-00;109;58;7;5;39
2017-03-31-16-30-00;106;48;5;4;49
2017-03-31-16-45-00;98;54;4;5;35
2017-03-31-17-00-00;67;37;3;2;25
2017-03-31-17-15-00;78;38;0;3;37
2017-03-31-17-30-00;98;52;1;1;44
2017-03-31-17-45-00;86;42;1;8;35
2017-03-31-18-00-00;76;43;1;7;25
2017-03-31-18-15-00;89;37;2;8;42
2017-03-31-18-30-00;65;28;4;5;28
2017-03-31-18-45-00;60;29;2;8;21
2017-03-31-19-00-00;90;32;10;7;41
2017-03-31-19-15-00;43;23;3;4;13
2017-03-31-19-30-00;47;24;0;5;18
2017-03-31-19-45-00;35;17;1;5;12
2017-03-31-20-00-00;44;23;2;6;13
2017-03-31-20-15-00;39;19;1;6;13
2017-03-31-20-30-00;29;7;2;5;15
2017-03-31-20-45-00;37;13;4;10;10
2017-03-31-21-00-00;15;8;1;1;5
2017-03-31-21-15-00;17;6;1;4;6
2017-03-31-21-30-00;10;6;0;4;0
2017-03-31-21-45-00;12;3;2;3;4
2017-03-31-22-00-00;4;0;0;0;4
2017-03-31-22-15-00;7;1;1;1;4
2017-03-31-22-30-00;7;2;1;1;3
2017-03-31-22-45-00;8;4;0;1;3
2017-03-31-23-00-00;9;4;0;1;4
2017-03-31-23-15-00;3;0;0;0;3
2017-03-31-23-30-00;9;3;1;2;3
2017-03-31-23-45-00;5;2;0;2;1
2017-04-01-00-00-00;2;1;0;1;0
2017-04-01-00-15-00;2;1;0;1;0
2017-04-01-00-30-00;3;0;0;0;3
2017-04-01-00-45-00;2;0;0;0;2
2017-04-01-01-00-00;1;0;0;1;0
2017-04-01-01-15-00;2;0;0;0;2
2017-04-01-01-30-00;1;0;0;0;1
2017-04-01-01-45-00;0;0;0;0;0
2017-04-01-02-00-00;5;1;1;0;3
2017-04-01-02-15-00;0;0;0;0;0
2017-04-01-02-30-00;0;0;0;0;0
2017-04-01-02-45-00;0;0;0;0;0
2017-04-01-03-00-00;0;0;0;0;0
