 ;5.12 BN - Straßburger Weg ;5.12 BN - Straßenburger Weg Radfahrer Ri. Süden ;5.12 BN - Straßenburger Weg Radfahrer Ri. Norden
2015-10-12-21-30-00;6;2;4
2015-10-12-21-45-00;11;2;9
2015-10-12-22-00-00;10;1;9
2015-10-12-22-15-00;10;6;4
2015-10-12-22-30-00;7;2;5
2015-10-12-22-45-00;4;0;4
2015-10-12-23-00-00;2;0;2
2015-10-12-23-15-00;3;1;2
2015-10-12-23-30-00;2;1;1
2015-10-12-23-45-00;1;0;1
2015-10-13-00-00-00;2;0;2
2015-10-13-00-15-00;3;2;1
2015-10-13-00-30-00;1;0;1
2015-10-13-00-45-00;3;0;3
2015-10-13-01-00-00;2;1;1
2015-10-13-01-15-00;0;0;0
2015-10-13-01-30-00;1;1;0
2015-10-13-01-45-00;0;0;0
2015-10-13-02-00-00;1;1;0
2015-10-13-02-15-00;0;0;0
2015-10-13-02-30-00;0;0;0
2015-10-13-02-45-00;0;0;0
2015-10-13-03-00-00;0;0;0
2015-10-13-03-15-00;0;0;0
2015-10-13-03-30-00;0;0;0
2015-10-13-03-45-00;0;0;0
2015-10-13-04-00-00;1;1;0
2015-10-13-04-15-00;0;0;0
2015-10-13-04-30-00;0;0;0
2015-10-13-04-45-00;0;0;0
2015-10-13-05-00-00;3;2;1
2015-10-13-05-15-00;1;1;0
2015-10-13-05-30-00;3;1;2
2015-10-13-05-45-00;6;5;1
2015-10-13-06-00-00;5;3;2
2015-10-13-06-15-00;9;5;4
2015-10-13-06-30-00;14;8;6
2015-10-13-06-45-00;23;12;11
2015-10-13-07-00-00;19;12;7
2015-10-13-07-15-00;20;11;9
2015-10-13-07-30-00;35;16;19
2015-10-13-07-45-00;50;31;19
2015-10-13-08-00-00;54;29;25
2015-10-13-08-15-00;71;21;50
2015-10-13-08-30-00;86;27;59
2015-10-13-08-45-00;100;35;65
2015-10-13-09-00-00;76;27;49
2015-10-13-09-15-00;40;11;29
2015-10-13-09-30-00;28;11;17
2015-10-13-09-45-00;27;16;11
2015-10-13-10-00-00;20;15;5
2015-10-13-10-15-00;17;9;8
2015-10-13-10-30-00;23;14;9
2015-10-13-10-45-00;20;9;11
2015-10-13-11-00-00;28;17;11
2015-10-13-11-15-00;24;14;10
2015-10-13-11-30-00;14;11;3
2015-10-13-11-45-00;20;8;12
2015-10-13-12-00-00;16;8;8
2015-10-13-12-15-00;31;19;12
2015-10-13-12-30-00;26;12;14
2015-10-13-12-45-00;23;10;13
2015-10-13-13-00-00;23;5;18
2015-10-13-13-15-00;36;9;27
2015-10-13-13-30-00;32;10;22
2015-10-13-13-45-00;22;14;8
2015-10-13-14-00-00;24;13;11
2015-10-13-14-15-00;31;10;21
2015-10-13-14-30-00;16;8;8
2015-10-13-14-45-00;27;7;20
2015-10-13-15-00-00;30;14;16
2015-10-13-15-15-00;28;12;16
2015-10-13-15-30-00;37;16;21
2015-10-13-15-45-00;32;12;20
2015-10-13-16-00-00;33;21;12
2015-10-13-16-15-00;38;18;20
2015-10-13-16-30-00;41;20;21
2015-10-13-16-45-00;39;19;20
2015-10-13-17-00-00;51;25;26
2015-10-13-17-15-00;75;42;33
2015-10-13-17-30-00;53;28;25
2015-10-13-17-45-00;64;40;24
2015-10-13-18-00-00;48;30;18
2015-10-13-18-15-00;49;22;27
2015-10-13-18-30-00;53;27;26
2015-10-13-18-45-00;43;22;21
2015-10-13-19-00-00;32;17;15
2015-10-13-19-15-00;35;17;18
2015-10-13-19-30-00;15;2;13
2015-10-13-19-45-00;18;7;11
2015-10-13-20-00-00;22;14;8
2015-10-13-20-15-00;21;9;12
2015-10-13-20-30-00;16;6;10
2015-10-13-20-45-00;11;5;6
2015-10-13-21-00-00;13;2;11
2015-10-13-21-15-00;10;2;8
2015-10-13-21-30-00;5;3;2
2015-10-13-21-45-00;13;5;8
2015-10-13-22-00-00;12;7;5
2015-10-13-22-15-00;8;2;6
2015-10-13-22-30-00;4;1;3
2015-10-13-22-45-00;4;0;4
2015-10-13-23-00-00;4;1;3
2015-10-13-23-15-00;6;3;3
2015-10-13-23-30-00;4;1;3
2015-10-13-23-45-00;1;0;1
2015-10-14-00-00-00;3;1;2
2015-10-14-00-15-00;3;0;3
2015-10-14-00-30-00;0;0;0
2015-10-14-00-45-00;0;0;0
2015-10-14-01-00-00;0;0;0
2015-10-14-01-15-00;1;1;0
2015-10-14-01-30-00;2;1;1
2015-10-14-01-45-00;0;0;0
2015-10-14-02-00-00;2;0;2
2015-10-14-02-15-00;0;0;0
2015-10-14-02-30-00;1;0;1
2015-10-14-02-45-00;0;0;0
2015-10-14-03-00-00;0;0;0
2015-10-14-03-15-00;0;0;0
2015-10-14-03-30-00;0;0;0
2015-10-14-03-45-00;1;1;0
2015-10-14-04-00-00;1;1;0
2015-10-14-04-15-00;0;0;0
2015-10-14-04-30-00;1;0;1
2015-10-14-04-45-00;0;0;0
2015-10-14-05-00-00;2;1;1
2015-10-14-05-15-00;1;1;0
2015-10-14-05-30-00;5;2;3
2015-10-14-05-45-00;2;1;1
2015-10-14-06-00-00;1;1;0
2015-10-14-06-15-00;2;2;0
2015-10-14-06-30-00;11;5;6
2015-10-14-06-45-00;17;10;7
2015-10-14-07-00-00;8;4;4
2015-10-14-07-15-00;24;15;9
2015-10-14-07-30-00;24;8;16
2015-10-14-07-45-00;25;11;14
2015-10-14-08-00-00;48;23;25
2015-10-14-08-15-00;61;25;36
2015-10-14-08-30-00;69;29;40
2015-10-14-08-45-00;59;19;40
2015-10-14-09-00-00;50;22;28
2015-10-14-09-15-00;40;13;27
2015-10-14-09-30-00;20;11;9
2015-10-14-09-45-00;32;20;12
2015-10-14-10-00-00;7;4;3
2015-10-14-10-15-00;16;7;9
2015-10-14-10-30-00;20;14;6
2015-10-14-10-45-00;11;6;5
2015-10-14-11-00-00;16;7;9
2015-10-14-11-15-00;16;7;9
2015-10-14-11-30-00;14;5;9
2015-10-14-11-45-00;10;4;6
2015-10-14-12-00-00;20;9;11
2015-10-14-12-15-00;16;7;9
2015-10-14-12-30-00;21;10;11
2015-10-14-12-45-00;7;4;3
2015-10-14-13-00-00;16;6;10
2015-10-14-13-15-00;16;7;9
2015-10-14-13-30-00;15;7;8
2015-10-14-13-45-00;20;7;13
2015-10-14-14-00-00;16;9;7
2015-10-14-14-15-00;11;3;8
2015-10-14-14-30-00;29;9;20
2015-10-14-14-45-00;12;3;9
2015-10-14-15-00-00;18;6;12
2015-10-14-15-15-00;20;7;13
2015-10-14-15-30-00;28;8;20
2015-10-14-15-45-00;23;15;8
2015-10-14-16-00-00;24;15;9
2015-10-14-16-15-00;24;16;8
2015-10-14-16-30-00;45;26;19
2015-10-14-16-45-00;29;21;8
2015-10-14-17-00-00;42;21;21
2015-10-14-17-15-00;36;24;12
2015-10-14-17-30-00;48;33;15
2015-10-14-17-45-00;54;26;28
2015-10-14-18-00-00;44;23;21
2015-10-14-18-15-00;43;22;21
2015-10-14-18-30-00;38;20;18
2015-10-14-18-45-00;43;25;18
2015-10-14-19-00-00;29;13;16
2015-10-14-19-15-00;22;13;9
2015-10-14-19-30-00;20;10;10
2015-10-14-19-45-00;29;13;16
2015-10-14-20-00-00;14;6;8
2015-10-14-20-15-00;25;9;16
2015-10-14-20-30-00;13;4;9
2015-10-14-20-45-00;15;10;5
2015-10-14-21-00-00;13;6;7
2015-10-14-21-15-00;11;2;9
2015-10-14-21-30-00;4;3;1
2015-10-14-21-45-00;15;8;7
2015-10-14-22-00-00;3;1;2
2015-10-14-22-15-00;5;4;1
2015-10-14-22-30-00;9;1;8
2015-10-14-22-45-00;10;3;7
2015-10-14-23-00-00;2;0;2
2015-10-14-23-15-00;9;7;2
2015-10-14-23-30-00;1;0;1
2015-10-14-23-45-00;4;4;0
2015-10-15-00-00-00;4;2;2
2015-10-15-00-15-00;2;0;2
2015-10-15-00-30-00;0;0;0
2015-10-15-00-45-00;0;0;0
2015-10-15-01-00-00;1;0;1
2015-10-15-01-15-00;0;0;0
2015-10-15-01-30-00;1;0;1
2015-10-15-01-45-00;2;1;1
2015-10-15-02-00-00;1;0;1
2015-10-15-02-15-00;0;0;0
2015-10-15-02-30-00;1;0;1
2015-10-15-02-45-00;0;0;0
2015-10-15-03-00-00;0;0;0
2015-10-15-03-15-00;0;0;0
2015-10-15-03-30-00;1;1;0
2015-10-15-03-45-00;0;0;0
2015-10-15-04-00-00;1;1;0
2015-10-15-04-15-00;0;0;0
2015-10-15-04-30-00;0;0;0
2015-10-15-04-45-00;0;0;0
2015-10-15-05-00-00;2;1;1
2015-10-15-05-15-00;1;1;0
2015-10-15-05-30-00;2;2;0
2015-10-15-05-45-00;8;2;6
2015-10-15-06-00-00;6;5;1
2015-10-15-06-15-00;5;4;1
2015-10-15-06-30-00;14;7;7
2015-10-15-06-45-00;22;10;12
2015-10-15-07-00-00;16;7;9
2015-10-15-07-15-00;16;8;8
2015-10-15-07-30-00;29;14;15
2015-10-15-07-45-00;25;14;11
2015-10-15-08-00-00;44;19;25
2015-10-15-08-15-00;59;19;40
2015-10-15-08-30-00;53;13;40
2015-10-15-08-45-00;72;23;49
2015-10-15-09-00-00;53;18;35
2015-10-15-09-15-00;40;15;25
2015-10-15-09-30-00;30;17;13
2015-10-15-09-45-00;29;19;10
2015-10-15-10-00-00;14;6;8
2015-10-15-10-15-00;5;1;4
2015-10-15-10-30-00;19;8;11
2015-10-15-10-45-00;8;4;4
2015-10-15-11-00-00;5;1;4
2015-10-15-11-15-00;7;3;4
2015-10-15-11-30-00;5;5;0
2015-10-15-11-45-00;5;2;3
2015-10-15-12-00-00;13;7;6
2015-10-15-12-15-00;17;8;9
2015-10-15-12-30-00;10;7;3
2015-10-15-12-45-00;15;5;10
2015-10-15-13-00-00;6;2;4
2015-10-15-13-15-00;4;4;0
2015-10-15-13-30-00;9;3;6
2015-10-15-13-45-00;17;9;8
2015-10-15-14-00-00;13;6;7
2015-10-15-14-15-00;9;5;4
2015-10-15-14-30-00;10;3;7
2015-10-15-14-45-00;15;7;8
2015-10-15-15-00-00;17;7;10
2015-10-15-15-15-00;13;6;7
2015-10-15-15-30-00;18;11;7
2015-10-15-15-45-00;21;3;18
2015-10-15-16-00-00;27;15;12
2015-10-15-16-15-00;30;16;14
2015-10-15-16-30-00;33;18;15
2015-10-15-16-45-00;34;19;15
2015-10-15-17-00-00;34;17;17
2015-10-15-17-15-00;42;25;17
2015-10-15-17-30-00;31;20;11
2015-10-15-17-45-00;31;15;16
2015-10-15-18-00-00;34;20;14
2015-10-15-18-15-00;36;18;18
2015-10-15-18-30-00;44;31;13
2015-10-15-18-45-00;32;21;11
2015-10-15-19-00-00;21;9;12
2015-10-15-19-15-00;20;13;7
2015-10-15-19-30-00;13;6;7
2015-10-15-19-45-00;12;9;3
2015-10-15-20-00-00;15;5;10
2015-10-15-20-15-00;15;7;8
2015-10-15-20-30-00;10;2;8
2015-10-15-20-45-00;7;3;4
2015-10-15-21-00-00;6;1;5
2015-10-15-21-15-00;3;3;0
2015-10-15-21-30-00;6;1;5
2015-10-15-21-45-00;9;1;8
2015-10-15-22-00-00;9;3;6
2015-10-15-22-15-00;5;0;5
2015-10-15-22-30-00;6;3;3
2015-10-15-22-45-00;6;2;4
2015-10-15-23-00-00;6;3;3
2015-10-15-23-15-00;4;2;2
2015-10-15-23-30-00;2;0;2
2015-10-15-23-45-00;4;1;3
2015-10-16-00-00-00;3;0;3
2015-10-16-00-15-00;2;0;2
2015-10-16-00-30-00;1;0;1
2015-10-16-00-45-00;5;1;4
2015-10-16-01-00-00;2;1;1
2015-10-16-01-15-00;1;0;1
2015-10-16-01-30-00;1;0;1
2015-10-16-01-45-00;0;0;0
2015-10-16-02-00-00;0;0;0
2015-10-16-02-15-00;0;0;0
2015-10-16-02-30-00;0;0;0
2015-10-16-02-45-00;0;0;0
2015-10-16-03-00-00;0;0;0
2015-10-16-03-15-00;1;0;1
2015-10-16-03-30-00;0;0;0
2015-10-16-03-45-00;2;0;2
2015-10-16-04-00-00;1;1;0
2015-10-16-04-15-00;0;0;0
2015-10-16-04-30-00;0;0;0
2015-10-16-04-45-00;0;0;0
2015-10-16-05-00-00;1;1;0
2015-10-16-05-15-00;0;0;0
2015-10-16-05-30-00;3;1;2
2015-10-16-05-45-00;10;7;3
2015-10-16-06-00-00;4;2;2
2015-10-16-06-15-00;3;3;0
2015-10-16-06-30-00;13;4;9
2015-10-16-06-45-00;13;9;4
2015-10-16-07-00-00;11;4;7
2015-10-16-07-15-00;18;10;8
2015-10-16-07-30-00;26;8;18
2015-10-16-07-45-00;25;13;12
2015-10-16-08-00-00;30;14;16
2015-10-16-08-15-00;53;26;27
2015-10-16-08-30-00;50;19;31
2015-10-16-08-45-00;63;26;37
2015-10-16-09-00-00;47;11;36
2015-10-16-09-15-00;40;18;22
2015-10-16-09-30-00;25;13;12
2015-10-16-09-45-00;32;16;16
2015-10-16-10-00-00;24;11;13
2015-10-16-10-15-00;20;9;11
2015-10-16-10-30-00;20;12;8
2015-10-16-10-45-00;16;11;5
2015-10-16-11-00-00;7;3;4
2015-10-16-11-15-00;14;8;6
2015-10-16-11-30-00;15;8;7
2015-10-16-11-45-00;18;11;7
2015-10-16-12-00-00;17;12;5
2015-10-16-12-15-00;12;5;7
2015-10-16-12-30-00;18;10;8
2015-10-16-12-45-00;21;12;9
2015-10-16-13-00-00;27;9;18
2015-10-16-13-15-00;31;20;11
2015-10-16-13-30-00;40;13;27
2015-10-16-13-45-00;22;13;9
2015-10-16-14-00-00;25;10;15
2015-10-16-14-15-00;22;16;6
2015-10-16-14-30-00;23;13;10
2015-10-16-14-45-00;31;14;17
2015-10-16-15-00-00;33;18;15
2015-10-16-15-15-00;38;16;22
2015-10-16-15-30-00;39;20;19
2015-10-16-15-45-00;29;16;13
2015-10-16-16-00-00;24;15;9
2015-10-16-16-15-00;46;26;20
2015-10-16-16-30-00;42;26;16
2015-10-16-16-45-00;31;14;17
2015-10-16-17-00-00;24;12;12
2015-10-16-17-15-00;36;20;16
2015-10-16-17-30-00;49;27;22
2015-10-16-17-45-00;32;14;18
2015-10-16-18-00-00;23;10;13
2015-10-16-18-15-00;36;20;16
2015-10-16-18-30-00;32;17;15
2015-10-16-18-45-00;32;15;17
2015-10-16-19-00-00;30;15;15
2015-10-16-19-15-00;23;13;10
2015-10-16-19-30-00;26;11;15
2015-10-16-19-45-00;23;13;10
2015-10-16-20-00-00;28;12;16
2015-10-16-20-15-00;19;8;11
2015-10-16-20-30-00;11;6;5
2015-10-16-20-45-00;2;1;1
2015-10-16-21-00-00;15;4;11
2015-10-16-21-15-00;6;2;4
2015-10-16-21-30-00;10;4;6
2015-10-16-21-45-00;8;4;4
2015-10-16-22-00-00;6;2;4
2015-10-16-22-15-00;7;1;6
2015-10-16-22-30-00;11;2;9
2015-10-16-22-45-00;4;0;4
2015-10-16-23-00-00;13;4;9
2015-10-16-23-15-00;4;1;3
2015-10-16-23-30-00;6;1;5
2015-10-16-23-45-00;6;1;5
2015-10-17-00-00-00;5;1;4
2015-10-17-00-15-00;3;0;3
2015-10-17-00-30-00;8;2;6
2015-10-17-00-45-00;3;1;2
2015-10-17-01-00-00;5;0;5
2015-10-17-01-15-00;7;3;4
2015-10-17-01-30-00;5;0;5
2015-10-17-01-45-00;3;2;1
2015-10-17-02-00-00;5;0;5
2015-10-17-02-15-00;1;0;1
2015-10-17-02-30-00;3;1;2
2015-10-17-02-45-00;3;3;0
2015-10-17-03-00-00;2;2;0
2015-10-17-03-15-00;1;0;1
2015-10-17-03-30-00;2;1;1
2015-10-17-03-45-00;1;1;0
2015-10-17-04-00-00;1;1;0
2015-10-17-04-15-00;0;0;0
2015-10-17-04-30-00;1;0;1
2015-10-17-04-45-00;0;0;0
2015-10-17-05-00-00;0;0;0
2015-10-17-05-15-00;0;0;0
2015-10-17-05-30-00;1;0;1
2015-10-17-05-45-00;2;0;2
2015-10-17-06-00-00;0;0;0
2015-10-17-06-15-00;1;0;1
2015-10-17-06-30-00;5;1;4
2015-10-17-06-45-00;1;1;0
2015-10-17-07-00-00;1;1;0
2015-10-17-07-15-00;0;0;0
2015-10-17-07-30-00;2;1;1
2015-10-17-07-45-00;2;1;1
2015-10-17-08-00-00;1;1;0
2015-10-17-08-15-00;7;3;4
2015-10-17-08-30-00;7;4;3
2015-10-17-08-45-00;7;4;3
2015-10-17-09-00-00;7;2;5
2015-10-17-09-15-00;5;4;1
2015-10-17-09-30-00;5;3;2
2015-10-17-09-45-00;13;8;5
2015-10-17-10-00-00;9;8;1
2015-10-17-10-15-00;14;9;5
2015-10-17-10-30-00;12;6;6
2015-10-17-10-45-00;17;11;6
2015-10-17-11-00-00;10;7;3
2015-10-17-11-15-00;24;10;14
2015-10-17-11-30-00;18;9;9
2015-10-17-11-45-00;14;9;5
2015-10-17-12-00-00;20;10;10
2015-10-17-12-15-00;17;10;7
2015-10-17-12-30-00;30;14;16
2015-10-17-12-45-00;24;11;13
2015-10-17-13-00-00;17;14;3
2015-10-17-13-15-00;19;10;9
2015-10-17-13-30-00;26;15;11
2015-10-17-13-45-00;33;23;10
2015-10-17-14-00-00;16;9;7
2015-10-17-14-15-00;17;8;9
2015-10-17-14-30-00;22;12;10
2015-10-17-14-45-00;15;6;9
2015-10-17-15-00-00;19;8;11
2015-10-17-15-15-00;23;12;11
2015-10-17-15-30-00;26;15;11
2015-10-17-15-45-00;25;13;12
2015-10-17-16-00-00;24;8;16
2015-10-17-16-15-00;19;7;12
2015-10-17-16-30-00;18;9;9
2015-10-17-16-45-00;21;10;11
2015-10-17-17-00-00;18;3;15
2015-10-17-17-15-00;12;1;11
2015-10-17-17-30-00;21;6;15
2015-10-17-17-45-00;13;5;8
2015-10-17-18-00-00;19;8;11
2015-10-17-18-15-00;13;3;10
2015-10-17-18-30-00;27;11;16
2015-10-17-18-45-00;13;6;7
2015-10-17-19-00-00;22;11;11
2015-10-17-19-15-00;15;7;8
2015-10-17-19-30-00;11;6;5
2015-10-17-19-45-00;14;4;10
2015-10-17-20-00-00;11;7;4
2015-10-17-20-15-00;1;1;0
2015-10-17-20-30-00;10;7;3
2015-10-17-20-45-00;8;4;4
2015-10-17-21-00-00;9;4;5
2015-10-17-21-15-00;7;3;4
2015-10-17-21-30-00;5;2;3
2015-10-17-21-45-00;5;3;2
2015-10-17-22-00-00;2;1;1
2015-10-17-22-15-00;6;6;0
2015-10-17-22-30-00;3;0;3
2015-10-17-22-45-00;1;1;0
2015-10-17-23-00-00;7;2;5
2015-10-17-23-15-00;3;0;3
2015-10-17-23-30-00;7;3;4
2015-10-17-23-45-00;11;5;6
2015-10-18-00-00-00;4;3;1
2015-10-18-00-15-00;4;2;2
2015-10-18-00-30-00;3;1;2
2015-10-18-00-45-00;4;0;4
2015-10-18-01-00-00;5;0;5
2015-10-18-01-15-00;3;1;2
2015-10-18-01-30-00;3;0;3
2015-10-18-01-45-00;6;0;6
2015-10-18-02-00-00;5;1;4
2015-10-18-02-15-00;4;2;2
2015-10-18-02-30-00;0;0;0
2015-10-18-02-45-00;4;0;4
2015-10-18-03-00-00;0;0;0
2015-10-18-03-15-00;0;0;0
2015-10-18-03-30-00;1;0;1
2015-10-18-03-45-00;4;0;4
2015-10-18-04-00-00;0;0;0
2015-10-18-04-15-00;0;0;0
2015-10-18-04-30-00;0;0;0
2015-10-18-04-45-00;1;0;1
2015-10-18-05-00-00;2;2;0
2015-10-18-05-15-00;0;0;0
2015-10-18-05-30-00;3;1;2
2015-10-18-05-45-00;0;0;0
2015-10-18-06-00-00;0;0;0
2015-10-18-06-15-00;1;1;0
2015-10-18-06-30-00;2;0;2
2015-10-18-06-45-00;1;0;1
2015-10-18-07-00-00;1;0;1
2015-10-18-07-15-00;0;0;0
2015-10-18-07-30-00;2;2;0
2015-10-18-07-45-00;2;1;1
2015-10-18-08-00-00;0;0;0
2015-10-18-08-15-00;1;1;0
2015-10-18-08-30-00;3;3;0
2015-10-18-08-45-00;4;4;0
2015-10-18-09-00-00;6;3;3
2015-10-18-09-15-00;4;4;0
2015-10-18-09-30-00;8;3;5
2015-10-18-09-45-00;3;2;1
2015-10-18-10-00-00;5;2;3
2015-10-18-10-15-00;9;8;1
2015-10-18-10-30-00;9;6;3
2015-10-18-10-45-00;7;4;3
2015-10-18-11-00-00;14;8;6
2015-10-18-11-15-00;8;6;2
2015-10-18-11-30-00;8;3;5
2015-10-18-11-45-00;13;3;10
2015-10-18-12-00-00;27;7;20
2015-10-18-12-15-00;14;4;10
2015-10-18-12-30-00;20;9;11
2015-10-18-12-45-00;19;8;11
2015-10-18-13-00-00;23;10;13
2015-10-18-13-15-00;14;2;12
2015-10-18-13-30-00;14;5;9
2015-10-18-13-45-00;15;4;11
2015-10-18-14-00-00;18;7;11
2015-10-18-14-15-00;21;12;9
2015-10-18-14-30-00;18;8;10
2015-10-18-14-45-00;24;12;12
2015-10-18-15-00-00;13;8;5
2015-10-18-15-15-00;23;8;15
2015-10-18-15-30-00;28;13;15
2015-10-18-15-45-00;20;11;9
2015-10-18-16-00-00;15;11;4
2015-10-18-16-15-00;14;8;6
2015-10-18-16-30-00;19;11;8
2015-10-18-16-45-00;22;9;13
2015-10-18-17-00-00;18;6;12
2015-10-18-17-15-00;12;2;10
2015-10-18-17-30-00;14;8;6
2015-10-18-17-45-00;22;15;7
2015-10-18-18-00-00;10;3;7
2015-10-18-18-15-00;13;5;8
2015-10-18-18-30-00;11;3;8
2015-10-18-18-45-00;12;4;8
2015-10-18-19-00-00;6;3;3
2015-10-18-19-15-00;3;2;1
2015-10-18-19-30-00;6;1;5
2015-10-18-19-45-00;7;2;5
2015-10-18-20-00-00;10;4;6
2015-10-18-20-15-00;3;2;1
2015-10-18-20-30-00;3;2;1
2015-10-18-20-45-00;10;4;6
2015-10-18-21-00-00;6;3;3
2015-10-18-21-15-00;3;1;2
2015-10-18-21-30-00;2;1;1
2015-10-18-21-45-00;0;0;0
2015-10-18-22-00-00;3;1;2
2015-10-18-22-15-00;4;2;2
2015-10-18-22-30-00;1;1;0
2015-10-18-22-45-00;4;1;3
2015-10-18-23-00-00;2;1;1
2015-10-18-23-15-00;1;0;1
2015-10-18-23-30-00;4;2;2
2015-10-18-23-45-00;1;0;1
2015-10-19-00-00-00;0;0;0
2015-10-19-00-15-00;2;0;2
2015-10-19-00-30-00;2;1;1
2015-10-19-00-45-00;0;0;0
2015-10-19-01-00-00;0;0;0
2015-10-19-01-15-00;0;0;0
2015-10-19-01-30-00;2;0;2
2015-10-19-01-45-00;0;0;0
2015-10-19-02-00-00;0;0;0
2015-10-19-02-15-00;0;0;0
2015-10-19-02-30-00;0;0;0
2015-10-19-02-45-00;0;0;0
2015-10-19-03-00-00;0;0;0
2015-10-19-03-15-00;0;0;0
2015-10-19-03-30-00;1;1;0
2015-10-19-03-45-00;0;0;0
2015-10-19-04-00-00;0;0;0
2015-10-19-04-15-00;0;0;0
2015-10-19-04-30-00;2;1;1
2015-10-19-04-45-00;0;0;0
2015-10-19-05-00-00;3;2;1
2015-10-19-05-15-00;0;0;0
2015-10-19-05-30-00;4;2;2
2015-10-19-05-45-00;5;2;3
2015-10-19-06-00-00;11;8;3
2015-10-19-06-15-00;9;6;3
2015-10-19-06-30-00;24;16;8
2015-10-19-06-45-00;22;9;13
2015-10-19-07-00-00;15;8;7
2015-10-19-07-15-00;53;23;30
2015-10-19-07-30-00;59;27;32
2015-10-19-07-45-00;56;35;21
2015-10-19-08-00-00;65;27;38
2015-10-19-08-15-00;77;35;42
2015-10-19-08-30-00;79;28;51
2015-10-19-08-45-00;91;32;59
2015-10-19-09-00-00;63;22;41
2015-10-19-09-15-00;30;11;19
2015-10-19-09-30-00;37;17;20
2015-10-19-09-45-00;32;20;12
2015-10-19-10-00-00;26;20;6
2015-10-19-10-15-00;17;13;4
2015-10-19-10-30-00;26;13;13
2015-10-19-10-45-00;18;9;9
2015-10-19-11-00-00;14;6;8
2015-10-19-11-15-00;17;8;9
2015-10-19-11-30-00;17;11;6
2015-10-19-11-45-00;23;14;9
2015-10-19-12-00-00;25;12;13
2015-10-19-12-15-00;29;14;15
2015-10-19-12-30-00;21;13;8
2015-10-19-12-45-00;25;12;13
2015-10-19-13-00-00;34;14;20
2015-10-19-13-15-00;23;6;17
2015-10-19-13-30-00;36;15;21
2015-10-19-13-45-00;29;14;15
2015-10-19-14-00-00;28;16;12
2015-10-19-14-15-00;23;10;13
2015-10-19-14-30-00;40;22;18
2015-10-19-14-45-00;39;20;19
2015-10-19-15-00-00;29;12;17
2015-10-19-15-15-00;39;17;22
2015-10-19-15-30-00;39;20;19
2015-10-19-15-45-00;41;19;22
2015-10-19-16-00-00;48;27;21
2015-10-19-16-15-00;69;31;38
2015-10-19-16-30-00;52;24;28
2015-10-19-16-45-00;55;27;28
2015-10-19-17-00-00;49;25;24
2015-10-19-17-15-00;60;33;27
2015-10-19-17-30-00;65;38;27
2015-10-19-17-45-00;59;35;24
2015-10-19-18-00-00;73;36;37
2015-10-19-18-15-00;55;33;22
2015-10-19-18-30-00;62;28;34
2015-10-19-18-45-00;42;24;18
2015-10-19-19-00-00;47;24;23
2015-10-19-19-15-00;37;13;24
2015-10-19-19-30-00;42;21;21
2015-10-19-19-45-00;26;10;16
2015-10-19-20-00-00;32;14;18
2015-10-19-20-15-00;27;10;17
2015-10-19-20-30-00;15;5;10
2015-10-19-20-45-00;20;6;14
2015-10-19-21-00-00;17;3;14
2015-10-19-21-15-00;8;4;4
2015-10-19-21-30-00;11;4;7
2015-10-19-21-45-00;16;4;12
2015-10-19-22-00-00;17;7;10
2015-10-19-22-15-00;9;2;7
2015-10-19-22-30-00;13;6;7
2015-10-19-22-45-00;3;2;1
2015-10-19-23-00-00;10;5;5
2015-10-19-23-15-00;3;1;2
2015-10-19-23-30-00;0;0;0
2015-10-19-23-45-00;6;3;3
2015-10-20-00-00-00;2;1;1
2015-10-20-00-15-00;3;2;1
2015-10-20-00-30-00;2;0;2
2015-10-20-00-45-00;1;0;1
2015-10-20-01-00-00;0;0;0
2015-10-20-01-15-00;1;0;1
2015-10-20-01-30-00;2;0;2
2015-10-20-01-45-00;1;0;1
2015-10-20-02-00-00;1;0;1
2015-10-20-02-15-00;0;0;0
2015-10-20-02-30-00;0;0;0
2015-10-20-02-45-00;0;0;0
2015-10-20-03-00-00;0;0;0
2015-10-20-03-15-00;1;0;1
2015-10-20-03-30-00;0;0;0
2015-10-20-03-45-00;1;0;1
2015-10-20-04-00-00;1;1;0
2015-10-20-04-15-00;0;0;0
2015-10-20-04-30-00;1;1;0
2015-10-20-04-45-00;0;0;0
2015-10-20-05-00-00;4;2;2
2015-10-20-05-15-00;1;1;0
2015-10-20-05-30-00;7;4;3
2015-10-20-05-45-00;2;1;1
2015-10-20-06-00-00;10;6;4
2015-10-20-06-15-00;13;10;3
2015-10-20-06-30-00;18;8;10
2015-10-20-06-45-00;23;11;12
2015-10-20-07-00-00;22;11;11
2015-10-20-07-15-00;49;17;32
2015-10-20-07-30-00;60;33;27
2015-10-20-07-45-00;70;36;34
2015-10-20-08-00-00;80;27;53
2015-10-20-08-15-00;96;39;57
2015-10-20-08-30-00;106;37;69
2015-10-20-08-45-00;84;32;52
2015-10-20-09-00-00;62;23;39
2015-10-20-09-15-00;46;15;31
2015-10-20-09-30-00;45;25;20
2015-10-20-09-45-00;42;23;19
2015-10-20-10-00-00;32;14;18
2015-10-20-10-15-00;19;10;9
2015-10-20-10-30-00;21;14;7
2015-10-20-10-45-00;19;9;10
2015-10-20-11-00-00;16;8;8
2015-10-20-11-15-00;17;12;5
2015-10-20-11-30-00;22;11;11
2015-10-20-11-45-00;25;10;15
2015-10-20-12-00-00;29;12;17
2015-10-20-12-15-00;35;13;22
