 ;5.13 BN - Wilhelm-Spiritus-Ufer ;5.13 BN - Wilhelm-Spiritus-Ufer Radfahrer Ri. Süden ;5.13 BN - Wilhelm-Spiritus-Ufer Radfahrer Ri. Norden ;5.13 BN - Wilhelm-Spiritus-Ufer Radfahrer Ri. Süden ;5.13 BN - Wilhelm-Spiritus-Ufer Radfahrer Ri. Norden ;5.13 BN - Wilhelm-Spiritus-Ufer Radfahrer Ri. Süden ;5.13 BN - Wilhelm-Spiritus-Ufer Radfahrer Ri. Norden
2016-01-20-23-45-00;0;0;0;0;0;0;0
2016-01-21-00-00-00;3;2;0;0;1;0;0
2016-01-21-00-15-00;0;0;0;0;0;0;0
2016-01-21-00-30-00;0;0;0;0;0;0;0
2016-01-21-00-45-00;1;1;0;0;0;0;0
2016-01-21-01-00-00;1;1;0;0;0;0;0
2016-01-21-01-15-00;0;0;0;0;0;0;0
2016-01-21-01-30-00;0;0;0;0;0;0;0
2016-01-21-01-45-00;0;0;0;0;0;0;0
2016-01-21-02-00-00;0;0;0;0;0;0;0
2016-01-21-02-15-00;0;0;0;0;0;0;0
2016-01-21-02-30-00;0;0;0;0;0;0;0
2016-01-21-02-45-00;0;0;0;0;0;0;0
2016-01-21-03-00-00;0;0;0;0;0;0;0
2016-01-21-03-15-00;1;1;0;0;0;0;0
2016-01-21-03-30-00;0;0;0;0;0;0;0
2016-01-21-03-45-00;0;0;0;0;0;0;0
2016-01-21-04-00-00;0;0;0;0;0;0;0
2016-01-21-04-15-00;0;0;0;0;0;0;0
2016-01-21-04-30-00;0;0;0;0;0;0;0
2016-01-21-04-45-00;1;0;1;0;0;0;0
2016-01-21-05-00-00;0;0;0;0;0;0;0
2016-01-21-05-15-00;1;1;0;0;0;0;0
2016-01-21-05-30-00;7;2;1;0;4;0;0
2016-01-21-05-45-00;5;1;1;0;3;0;0
2016-01-21-06-00-00;7;4;0;0;3;0;0
2016-01-21-06-15-00;3;1;0;0;2;0;0
2016-01-21-06-30-00;5;2;0;0;3;0;0
2016-01-21-06-45-00;13;4;0;0;9;0;0
2016-01-21-07-00-00;16;7;0;0;9;0;0
2016-01-21-07-15-00;18;5;1;1;11;0;0
2016-01-21-07-30-00;30;7;1;1;21;0;0
2016-01-21-07-45-00;43;9;2;1;31;0;0
2016-01-21-08-00-00;60;13;2;1;44;0;0
2016-01-21-08-15-00;52;12;0;0;40;0;0
2016-01-21-08-30-00;69;13;4;0;52;0;0
2016-01-21-08-45-00;51;13;1;0;37;0;0
2016-01-21-09-00-00;30;3;0;0;27;0;0
2016-01-21-09-15-00;26;2;1;0;23;0;0
2016-01-21-09-30-00;24;8;1;0;15;0;0
2016-01-21-09-45-00;14;5;0;0;9;0;0
2016-01-21-10-00-00;11;2;0;1;8;0;0
2016-01-21-10-15-00;12;3;0;1;8;0;0
2016-01-21-10-30-00;11;1;1;0;9;0;0
2016-01-21-10-45-00;7;3;1;0;3;0;0
2016-01-21-11-00-00;12;7;0;0;5;0;0
2016-01-21-11-15-00;12;6;1;0;5;0;0
2016-01-21-11-30-00;10;5;1;0;4;0;0
2016-01-21-11-45-00;14;8;0;0;6;0;0
2016-01-21-12-00-00;16;9;0;2;5;0;0
2016-01-21-12-15-00;10;6;1;0;3;0;0
2016-01-21-12-30-00;13;6;0;0;7;0;0
2016-01-21-12-45-00;16;6;0;1;9;0;0
2016-01-21-13-00-00;11;4;0;0;7;0;0
2016-01-21-13-15-00;10;6;0;0;4;0;0
2016-01-21-13-30-00;17;6;0;0;11;0;0
2016-01-21-13-45-00;23;10;1;0;12;0;0
2016-01-21-14-00-00;17;10;0;2;5;0;0
2016-01-21-14-15-00;22;11;0;1;10;0;0
2016-01-21-14-30-00;16;8;0;2;6;0;0
2016-01-21-14-45-00;16;9;1;1;5;0;0
2016-01-21-15-00-00;21;9;0;2;10;0;0
2016-01-21-15-15-00;19;11;1;1;6;0;0
2016-01-21-15-30-00;17;10;1;0;6;0;0
2016-01-21-15-45-00;19;10;0;1;8;0;0
2016-01-21-16-00-00;17;10;1;0;6;0;0
2016-01-21-16-15-00;23;15;1;2;5;0;0
2016-01-21-16-30-00;23;13;1;1;8;0;0
2016-01-21-16-45-00;33;24;0;0;9;0;0
2016-01-21-17-00-00;38;26;0;2;10;0;0
2016-01-21-17-15-00;39;28;1;2;8;0;0
2016-01-21-17-30-00;36;24;1;1;10;0;0
2016-01-21-17-45-00;45;34;0;2;9;0;0
2016-01-21-18-00-00;36;25;1;0;10;0;0
2016-01-21-18-15-00;38;30;0;2;6;0;0
2016-01-21-18-30-00;27;19;0;1;7;0;0
2016-01-21-18-45-00;26;15;1;2;8;0;0
2016-01-21-19-00-00;13;9;0;0;4;0;0
2016-01-21-19-15-00;16;13;0;1;2;0;0
2016-01-21-19-30-00;7;4;0;1;2;0;0
2016-01-21-19-45-00;17;14;0;1;2;0;0
2016-01-21-20-00-00;8;6;0;0;2;0;0
2016-01-21-20-15-00;5;3;0;0;2;0;0
2016-01-21-20-30-00;8;4;0;0;4;0;0
2016-01-21-20-45-00;7;3;0;1;3;0;0
2016-01-21-21-00-00;9;3;0;0;6;0;0
2016-01-21-21-15-00;6;3;0;0;3;0;0
2016-01-21-21-30-00;4;2;0;0;2;0;0
2016-01-21-21-45-00;7;3;1;1;2;0;0
2016-01-21-22-00-00;2;2;0;0;0;0;0
2016-01-21-22-15-00;2;2;0;0;0;0;0
2016-01-21-22-30-00;0;0;0;0;0;0;0
2016-01-21-22-45-00;2;1;0;0;1;0;0
2016-01-21-23-00-00;1;0;1;0;0;0;0
2016-01-21-23-15-00;0;0;0;0;0;0;0
2016-01-21-23-30-00;0;0;0;0;0;0;0
2016-01-21-23-45-00;1;0;0;0;1;0;0
2016-01-22-00-00-00;0;0;0;0;0;0;0
2016-01-22-00-15-00;0;0;0;0;0;0;0
2016-01-22-00-30-00;0;0;0;0;0;0;0
2016-01-22-00-45-00;0;0;0;0;0;0;0
2016-01-22-01-00-00;0;0;0;0;0;0;0
2016-01-22-01-15-00;0;0;0;0;0;0;0
2016-01-22-01-30-00;0;0;0;0;0;0;0
2016-01-22-01-45-00;0;0;0;0;0;0;0
2016-01-22-02-00-00;0;0;0;0;0;0;0
2016-01-22-02-15-00;0;0;0;0;0;0;0
2016-01-22-02-30-00;0;0;0;0;0;0;0
2016-01-22-02-45-00;0;0;0;0;0;0;0
2016-01-22-03-00-00;0;0;0;0;0;0;0
2016-01-22-03-15-00;0;0;0;0;0;0;0
2016-01-22-03-30-00;0;0;0;0;0;0;0
2016-01-22-03-45-00;1;0;0;1;0;0;0
2016-01-22-04-00-00;0;0;0;0;0;0;0
2016-01-22-04-15-00;1;0;0;0;1;0;0
2016-01-22-04-30-00;1;0;1;0;0;0;0
2016-01-22-04-45-00;1;0;0;0;1;0;0
2016-01-22-05-00-00;0;0;0;0;0;0;0
2016-01-22-05-15-00;1;1;0;0;0;0;0
2016-01-22-05-30-00;1;1;0;0;0;0;0
2016-01-22-05-45-00;3;1;0;0;2;0;0
2016-01-22-06-00-00;2;1;0;0;1;0;0
2016-01-22-06-15-00;5;2;0;0;3;0;0
2016-01-22-06-30-00;7;1;0;0;6;0;0
2016-01-22-06-45-00;19;7;1;0;11;0;0
2016-01-22-07-00-00;12;0;0;0;12;0;0
2016-01-22-07-15-00;14;3;0;0;11;0;0
2016-01-22-07-30-00;26;9;1;1;15;0;0
2016-01-22-07-45-00;33;10;1;1;21;0;0
2016-01-22-08-00-00;43;10;3;1;29;0;0
2016-01-22-08-15-00;35;4;1;0;30;0;0
2016-01-22-08-30-00;44;10;2;0;32;0;0
2016-01-22-08-45-00;62;11;4;0;47;0;0
2016-01-22-09-00-00;26;3;0;0;23;0;0
2016-01-22-09-15-00;26;8;0;0;18;0;0
2016-01-22-09-30-00;21;6;0;1;14;0;0
2016-01-22-09-45-00;18;8;0;1;9;0;0
2016-01-22-10-00-00;10;1;1;0;8;0;0
2016-01-22-10-15-00;10;4;1;1;4;0;0
2016-01-22-10-30-00;10;3;0;0;7;0;0
2016-01-22-10-45-00;8;4;0;1;3;0;0
2016-01-22-11-00-00;15;11;0;0;4;0;0
2016-01-22-11-15-00;17;7;2;1;7;0;0
2016-01-22-11-30-00;9;4;1;0;4;0;0
2016-01-22-11-45-00;13;5;0;2;6;0;0
2016-01-22-12-00-00;15;9;0;0;6;0;0
2016-01-22-12-15-00;16;9;0;2;5;0;0
2016-01-22-12-30-00;4;4;0;0;0;0;0
2016-01-22-12-45-00;14;6;1;0;7;0;0
2016-01-22-13-00-00;12;5;1;0;6;0;0
2016-01-22-13-15-00;16;10;0;0;6;0;0
2016-01-22-13-30-00;16;9;0;1;6;0;0
2016-01-22-13-45-00;9;8;0;1;0;0;0
2016-01-22-14-00-00;12;5;0;1;6;0;0
2016-01-22-14-15-00;15;8;0;0;7;0;0
2016-01-22-14-30-00;16;10;0;0;6;0;0
2016-01-22-14-45-00;15;4;1;1;9;0;0
2016-01-22-15-00-00;20;17;0;1;2;0;0
2016-01-22-15-15-00;25;17;0;4;4;0;0
2016-01-22-15-30-00;16;9;0;1;6;0;0
2016-01-22-15-45-00;36;25;0;2;9;0;0
2016-01-22-16-00-00;28;21;0;2;5;0;0
2016-01-22-16-15-00;25;17;0;1;7;0;0
2016-01-22-16-30-00;30;21;0;1;8;0;0
2016-01-22-16-45-00;31;18;2;2;9;0;0
2016-01-22-17-00-00;20;16;0;0;4;0;0
2016-01-22-17-15-00;26;21;0;1;4;0;0
2016-01-22-17-30-00;19;17;0;1;1;0;0
2016-01-22-17-45-00;18;14;0;0;4;0;0
2016-01-22-18-00-00;19;14;0;1;4;0;0
2016-01-22-18-15-00;15;13;0;0;2;0;0
2016-01-22-18-30-00;15;10;0;1;4;0;0
2016-01-22-18-45-00;8;7;0;0;1;0;0
2016-01-22-19-00-00;7;5;0;0;2;0;0
2016-01-22-19-15-00;4;2;0;0;2;0;0
2016-01-22-19-30-00;7;7;0;0;0;0;0
2016-01-22-19-45-00;3;2;0;0;1;0;0
2016-01-22-20-00-00;3;2;0;0;1;0;0
2016-01-22-20-15-00;2;1;0;0;1;0;0
2016-01-22-20-30-00;2;0;1;0;1;0;0
2016-01-22-20-45-00;3;2;1;0;0;0;0
2016-01-22-21-00-00;2;0;0;0;2;0;0
2016-01-22-21-15-00;2;0;1;0;1;0;0
2016-01-22-21-30-00;0;0;0;0;0;0;0
2016-01-22-21-45-00;3;1;0;0;2;0;0
2016-01-22-22-00-00;7;3;1;0;3;0;0
2016-01-22-22-15-00;1;1;0;0;0;0;0
2016-01-22-22-30-00;0;0;0;0;0;0;0
2016-01-22-22-45-00;0;0;0;0;0;0;0
2016-01-22-23-00-00;1;0;0;0;1;0;0
2016-01-22-23-15-00;0;0;0;0;0;0;0
2016-01-22-23-30-00;1;0;0;0;1;0;0
2016-01-22-23-45-00;0;0;0;0;0;0;0
2016-01-23-00-00-00;1;0;0;0;1;0;0
2016-01-23-00-15-00;1;1;0;0;0;0;0
2016-01-23-00-30-00;0;0;0;0;0;0;0
2016-01-23-00-45-00;0;0;0;0;0;0;0
2016-01-23-01-00-00;0;0;0;0;0;0;0
2016-01-23-01-15-00;0;0;0;0;0;0;0
2016-01-23-01-30-00;0;0;0;0;0;0;0
2016-01-23-01-45-00;2;2;0;0;0;0;0
2016-01-23-02-00-00;0;0;0;0;0;0;0
2016-01-23-02-15-00;0;0;0;0;0;0;0
2016-01-23-02-30-00;0;0;0;0;0;0;0
2016-01-23-02-45-00;0;0;0;0;0;0;0
2016-01-23-03-00-00;0;0;0;0;0;0;0
2016-01-23-03-15-00;0;0;0;0;0;0;0
2016-01-23-03-30-00;0;0;0;0;0;0;0
2016-01-23-03-45-00;0;0;0;0;0;0;0
2016-01-23-04-00-00;0;0;0;0;0;0;0
2016-01-23-04-15-00;1;1;0;0;0;0;0
2016-01-23-04-30-00;0;0;0;0;0;0;0
2016-01-23-04-45-00;4;2;0;0;2;0;0
2016-01-23-05-00-00;0;0;0;0;0;0;0
2016-01-23-05-15-00;1;1;0;0;0;0;0
2016-01-23-05-30-00;0;0;0;0;0;0;0
2016-01-23-05-45-00;0;0;0;0;0;0;0
2016-01-23-06-00-00;0;0;0;0;0;0;0
2016-01-23-06-15-00;1;0;0;0;1;0;0
2016-01-23-06-30-00;2;2;0;0;0;0;0
2016-01-23-06-45-00;2;1;0;0;1;0;0
2016-01-23-07-00-00;0;0;0;0;0;0;0
2016-01-23-07-15-00;1;0;0;0;1;0;0
2016-01-23-07-30-00;2;0;0;0;2;0;0
2016-01-23-07-45-00;1;0;0;0;1;0;0
2016-01-23-08-00-00;1;1;0;0;0;0;0
2016-01-23-08-15-00;2;0;0;0;2;0;0
2016-01-23-08-30-00;1;1;0;0;0;0;0
2016-01-23-08-45-00;4;0;0;0;4;0;0
2016-01-23-09-00-00;5;2;1;0;2;0;0
2016-01-23-09-15-00;7;2;0;0;5;0;0
2016-01-23-09-30-00;1;0;0;0;1;0;0
2016-01-23-09-45-00;6;3;0;0;3;0;0
2016-01-23-10-00-00;6;4;0;0;2;0;0
2016-01-23-10-15-00;6;4;0;0;2;0;0
2016-01-23-10-30-00;9;2;1;0;6;0;0
2016-01-23-10-45-00;10;7;0;0;3;0;0
2016-01-23-11-00-00;9;5;0;1;3;0;0
2016-01-23-11-15-00;12;4;0;1;7;0;0
2016-01-23-11-30-00;8;4;1;1;2;0;0
2016-01-23-11-45-00;18;5;0;1;12;0;0
2016-01-23-12-00-00;14;3;2;3;6;0;0
2016-01-23-12-15-00;10;5;0;1;4;0;0
2016-01-23-12-30-00;9;5;0;2;2;0;0
2016-01-23-12-45-00;6;1;0;0;5;0;0
2016-01-23-13-00-00;17;3;0;1;13;0;0
2016-01-23-13-15-00;14;5;1;1;7;0;0
2016-01-23-13-30-00;18;5;2;1;10;0;0
2016-01-23-13-45-00;14;6;1;0;7;0;0
2016-01-23-14-00-00;16;3;0;2;11;0;0
2016-01-23-14-15-00;11;7;0;1;3;0;0
2016-01-23-14-30-00;22;11;1;1;9;0;0
2016-01-23-14-45-00;20;7;1;0;12;0;0
2016-01-23-15-00-00;16;11;0;2;3;0;0
2016-01-23-15-15-00;16;9;0;0;7;0;0
2016-01-23-15-30-00;22;10;0;1;11;0;0
2016-01-23-15-45-00;11;5;0;1;5;0;0
2016-01-23-16-00-00;17;3;4;0;10;0;0
2016-01-23-16-15-00;11;5;1;1;4;0;0
2016-01-23-16-30-00;20;10;3;0;7;0;0
2016-01-23-16-45-00;12;4;3;2;3;0;0
2016-01-23-17-00-00;20;10;0;1;9;0;0
2016-01-23-17-15-00;12;8;1;0;3;0;0
2016-01-23-17-30-00;12;4;2;1;5;0;0
2016-01-23-17-45-00;7;2;0;2;3;0;0
2016-01-23-18-00-00;2;1;0;0;1;0;0
2016-01-23-18-15-00;10;6;1;1;2;0;0
2016-01-23-18-30-00;4;3;0;0;1;0;0
2016-01-23-18-45-00;1;0;0;0;1;0;0
2016-01-23-19-00-00;6;3;0;1;2;0;0
2016-01-23-19-15-00;3;3;0;0;0;0;0
2016-01-23-19-30-00;2;1;0;0;1;0;0
2016-01-23-19-45-00;1;1;0;0;0;0;0
2016-01-23-20-00-00;2;1;0;1;0;0;0
2016-01-23-20-15-00;0;0;0;0;0;0;0
2016-01-23-20-30-00;5;4;0;0;1;0;0
2016-01-23-20-45-00;2;1;0;0;1;0;0
2016-01-23-21-00-00;2;2;0;0;0;0;0
2016-01-23-21-15-00;0;0;0;0;0;0;0
2016-01-23-21-30-00;4;1;0;2;1;0;0
2016-01-23-21-45-00;1;1;0;0;0;0;0
2016-01-23-22-00-00;1;0;0;0;1;0;0
2016-01-23-22-15-00;0;0;0;0;0;0;0
2016-01-23-22-30-00;0;0;0;0;0;0;0
2016-01-23-22-45-00;2;1;0;0;1;0;0
2016-01-23-23-00-00;4;0;1;0;3;0;0
2016-01-23-23-15-00;0;0;0;0;0;0;0
2016-01-23-23-30-00;3;0;1;0;2;0;0
2016-01-23-23-45-00;0;0;0;0;0;0;0
2016-01-24-00-00-00;1;0;1;0;0;0;0
2016-01-24-00-15-00;1;1;0;0;0;0;0
2016-01-24-00-30-00;2;0;0;0;2;0;0
2016-01-24-00-45-00;0;0;0;0;0;0;0
2016-01-24-01-00-00;1;0;0;0;1;0;0
2016-01-24-01-15-00;0;0;0;0;0;0;0
2016-01-24-01-30-00;0;0;0;0;0;0;0
2016-01-24-01-45-00;0;0;0;0;0;0;0
2016-01-24-02-00-00;0;0;0;0;0;0;0
2016-01-24-02-15-00;1;0;0;0;1;0;0
2016-01-24-02-30-00;0;0;0;0;0;0;0
2016-01-24-02-45-00;1;1;0;0;0;0;0
2016-01-24-03-00-00;0;0;0;0;0;0;0
2016-01-24-03-15-00;2;0;1;0;1;0;0
2016-01-24-03-30-00;0;0;0;0;0;0;0
2016-01-24-03-45-00;0;0;0;0;0;0;0
2016-01-24-04-00-00;0;0;0;0;0;0;0
2016-01-24-04-15-00;0;0;0;0;0;0;0
2016-01-24-04-30-00;0;0;0;0;0;0;0
2016-01-24-04-45-00;0;0;0;0;0;0;0
2016-01-24-05-00-00;0;0;0;0;0;0;0
2016-01-24-05-15-00;1;1;0;0;0;0;0
2016-01-24-05-30-00;4;0;1;0;3;0;0
2016-01-24-05-45-00;1;0;0;0;1;0;0
2016-01-24-06-00-00;1;0;1;0;0;0;0
2016-01-24-06-15-00;1;1;0;0;0;0;0
2016-01-24-06-30-00;1;0;0;0;1;0;0
2016-01-24-06-45-00;0;0;0;0;0;0;0
2016-01-24-07-00-00;0;0;0;0;0;0;0
2016-01-24-07-15-00;4;2;0;0;2;0;0
2016-01-24-07-30-00;1;0;1;0;0;0;0
2016-01-24-07-45-00;3;1;0;0;2;0;0
2016-01-24-08-00-00;3;2;0;0;1;0;0
2016-01-24-08-15-00;3;0;0;0;3;0;0
2016-01-24-08-30-00;5;0;1;0;4;0;0
2016-01-24-08-45-00;4;2;0;0;2;0;0
2016-01-24-09-00-00;6;1;0;1;4;0;0
2016-01-24-09-15-00;7;1;1;1;4;0;0
2016-01-24-09-30-00;10;5;0;0;5;0;0
2016-01-24-09-45-00;7;2;0;2;3;0;0
2016-01-24-10-00-00;6;2;1;0;3;0;0
2016-01-24-10-15-00;13;9;0;1;3;0;0
2016-01-24-10-30-00;16;9;0;2;5;0;0
2016-01-24-10-45-00;17;6;2;0;9;0;0
2016-01-24-11-00-00;14;7;1;0;6;0;0
2016-01-24-11-15-00;15;5;2;0;8;0;0
2016-01-24-11-30-00;17;10;1;0;6;0;0
2016-01-24-11-45-00;12;4;0;2;6;0;0
2016-01-24-12-00-00;8;3;0;1;4;0;0
2016-01-24-12-15-00;14;7;1;0;6;0;0
2016-01-24-12-30-00;12;3;3;0;6;0;0
2016-01-24-12-45-00;18;3;2;1;12;0;0
2016-01-24-13-00-00;20;5;2;0;13;0;0
2016-01-24-13-15-00;13;6;2;0;5;0;0
2016-01-24-13-30-00;9;5;0;0;4;0;0
2016-01-24-13-45-00;18;7;3;2;6;0;0
2016-01-24-14-00-00;23;12;0;1;10;0;0
2016-01-24-14-15-00;13;7;0;1;5;0;0
2016-01-24-14-30-00;15;7;0;2;6;0;0
2016-01-24-14-45-00;14;8;1;0;5;0;0
2016-01-24-15-00-00;18;5;1;1;11;0;0
2016-01-24-15-15-00;10;5;0;2;3;0;0
2016-01-24-15-30-00;16;7;1;1;7;0;0
2016-01-24-15-45-00;10;3;1;1;5;0;0
2016-01-24-16-00-00;22;7;1;0;14;0;0
2016-01-24-16-15-00;19;9;2;2;6;0;0
2016-01-24-16-30-00;11;5;0;1;5;0;0
2016-01-24-16-45-00;6;2;0;0;4;0;0
2016-01-24-17-00-00;11;7;0;2;2;0;0
2016-01-24-17-15-00;8;2;2;0;4;0;0
2016-01-24-17-30-00;7;5;0;1;1;0;0
2016-01-24-17-45-00;2;1;0;0;1;0;0
2016-01-24-18-00-00;2;1;0;0;1;0;0
2016-01-24-18-15-00;5;2;0;0;3;0;0
2016-01-24-18-30-00;6;4;1;0;1;0;0
2016-01-24-18-45-00;2;1;0;0;1;0;0
2016-01-24-19-00-00;1;0;1;0;0;0;0
2016-01-24-19-15-00;4;3;0;1;0;0;0
2016-01-24-19-30-00;5;2;0;2;1;0;0
2016-01-24-19-45-00;0;0;0;0;0;0;0
2016-01-24-20-00-00;0;0;0;0;0;0;0
2016-01-24-20-15-00;1;1;0;0;0;0;0
2016-01-24-20-30-00;1;1;0;0;0;0;0
2016-01-24-20-45-00;2;0;0;1;1;0;0
2016-01-24-21-00-00;0;0;0;0;0;0;0
2016-01-24-21-15-00;3;0;1;0;2;0;0
2016-01-24-21-30-00;1;0;0;0;1;0;0
2016-01-24-21-45-00;7;2;2;0;3;0;0
2016-01-24-22-00-00;0;0;0;0;0;0;0
2016-01-24-22-15-00;0;0;0;0;0;0;0
2016-01-24-22-30-00;0;0;0;0;0;0;0
2016-01-24-22-45-00;0;0;0;0;0;0;0
2016-01-24-23-00-00;1;0;0;0;1;0;0
2016-01-24-23-15-00;0;0;0;0;0;0;0
2016-01-24-23-30-00;0;0;0;0;0;0;0
2016-01-24-23-45-00;1;1;0;0;0;0;0
2016-01-25-00-00-00;0;0;0;0;0;0;0
2016-01-25-00-15-00;0;0;0;0;0;0;0
2016-01-25-00-30-00;0;0;0;0;0;0;0
2016-01-25-00-45-00;0;0;0;0;0;0;0
2016-01-25-01-00-00;0;0;0;0;0;0;0
2016-01-25-01-15-00;0;0;0;0;0;0;0
2016-01-25-01-30-00;0;0;0;0;0;0;0
2016-01-25-01-45-00;1;1;0;0;0;0;0
2016-01-25-02-00-00;0;0;0;0;0;0;0
2016-01-25-02-15-00;0;0;0;0;0;0;0
2016-01-25-02-30-00;0;0;0;0;0;0;0
2016-01-25-02-45-00;0;0;0;0;0;0;0
2016-01-25-03-00-00;0;0;0;0;0;0;0
2016-01-25-03-15-00;0;0;0;0;0;0;0
2016-01-25-03-30-00;0;0;0;0;0;0;0
2016-01-25-03-45-00;0;0;0;0;0;0;0
2016-01-25-04-00-00;0;0;0;0;0;0;0
2016-01-25-04-15-00;0;0;0;0;0;0;0
2016-01-25-04-30-00;0;0;0;0;0;0;0
2016-01-25-04-45-00;0;0;0;0;0;0;0
2016-01-25-05-00-00;1;1;0;0;0;0;0
2016-01-25-05-15-00;1;1;0;0;0;0;0
2016-01-25-05-30-00;7;2;1;0;4;0;0
2016-01-25-05-45-00;3;1;0;0;2;0;0
2016-01-25-06-00-00;5;3;0;0;2;0;0
2016-01-25-06-15-00;6;2;0;0;4;0;0
2016-01-25-06-30-00;10;3;0;0;7;0;0
2016-01-25-06-45-00;21;5;2;0;14;0;0
2016-01-25-07-00-00;20;5;1;0;14;0;0
2016-01-25-07-15-00;26;10;0;0;16;0;0
2016-01-25-07-30-00;38;11;2;0;25;0;0
2016-01-25-07-45-00;53;18;1;0;34;0;0
2016-01-25-08-00-00;51;11;1;0;39;0;0
2016-01-25-08-15-00;75;16;3;0;56;0;0
2016-01-25-08-30-00;82;14;5;0;63;0;0
2016-01-25-08-45-00;74;13;1;1;59;0;0
2016-01-25-09-00-00;34;8;0;0;26;0;0
2016-01-25-09-15-00;33;5;3;0;25;0;0
2016-01-25-09-30-00;29;8;7;0;14;0;0
2016-01-25-09-45-00;22;7;3;2;10;0;0
2016-01-25-10-00-00;16;4;0;1;11;0;0
2016-01-25-10-15-00;6;3;0;0;3;0;0
2016-01-25-10-30-00;10;4;1;0;5;0;0
2016-01-25-10-45-00;14;6;0;0;8;0;0
2016-01-25-11-00-00;22;7;0;2;13;0;0
2016-01-25-11-15-00;22;6;1;2;13;0;0
2016-01-25-11-30-00;19;12;0;2;5;0;0
2016-01-25-11-45-00;31;17;1;0;13;0;0
2016-01-25-12-00-00;21;12;1;0;8;0;0
2016-01-25-12-15-00;21;13;1;0;7;0;0
2016-01-25-12-30-00;22;15;0;1;6;0;0
2016-01-25-12-45-00;23;7;2;0;14;0;0
2016-01-25-13-00-00;20;8;0;0;12;0;0
2016-01-25-13-15-00;40;18;0;0;22;0;0
2016-01-25-13-30-00;37;16;3;0;18;0;0
2016-01-25-13-45-00;26;15;0;2;9;0;0
2016-01-25-14-00-00;20;4;0;0;16;0;0
2016-01-25-14-15-00;40;21;0;1;18;0;0
2016-01-25-14-30-00;38;24;1;1;12;0;0
2016-01-25-14-45-00;41;17;4;0;20;0;0
2016-01-25-15-00-00;40;21;0;1;18;0;0
2016-01-25-15-15-00;39;24;1;1;13;0;0
2016-01-25-15-30-00;44;22;1;1;20;0;0
2016-01-25-15-45-00;50;28;1;2;19;0;0
2016-01-25-16-00-00;43;27;0;2;14;0;0
2016-01-25-16-15-00;53;27;1;3;22;0;0
2016-01-25-16-30-00;41;28;0;3;10;0;0
2016-01-25-16-45-00;44;30;0;2;12;0;0
2016-01-25-17-00-00;59;37;3;4;15;0;0
2016-01-25-17-15-00;68;49;0;0;19;0;0
2016-01-25-17-30-00;60;43;0;6;11;0;0
2016-01-25-17-45-00;49;35;0;3;11;0;0
2016-01-25-18-00-00;47;30;0;5;12;0;0
2016-01-25-18-15-00;48;35;0;3;10;0;0
2016-01-25-18-30-00;41;28;0;3;10;0;0
2016-01-25-18-45-00;35;22;0;1;12;0;0
2016-01-25-19-00-00;30;22;0;4;4;0;0
2016-01-25-19-15-00;22;15;0;1;6;0;0
2016-01-25-19-30-00;23;17;0;1;5;0;0
2016-01-25-19-45-00;16;9;1;0;6;0;0
2016-01-25-20-00-00;10;5;0;1;4;0;0
2016-01-25-20-15-00;12;6;1;0;5;0;0
2016-01-25-20-30-00;10;5;1;0;4;0;0
2016-01-25-20-45-00;6;2;0;1;3;0;0
2016-01-25-21-00-00;12;7;0;1;4;0;0
2016-01-25-21-15-00;5;3;0;0;2;0;0
2016-01-25-21-30-00;10;2;1;0;7;0;0
2016-01-25-21-45-00;6;3;0;0;3;0;0
2016-01-25-22-00-00;3;1;0;1;1;0;0
2016-01-25-22-15-00;1;1;0;0;0;0;0
2016-01-25-22-30-00;4;1;0;0;3;0;0
2016-01-25-22-45-00;4;0;1;0;3;0;0
2016-01-25-23-00-00;1;1;0;0;0;0;0
2016-01-25-23-15-00;2;2;0;0;0;0;0
2016-01-25-23-30-00;1;1;0;0;0;0;0
2016-01-25-23-45-00;0;0;0;0;0;0;0
2016-01-26-00-00-00;0;0;0;0;0;0;0
2016-01-26-00-15-00;0;0;0;0;0;0;0
2016-01-26-00-30-00;0;0;0;0;0;0;0
2016-01-26-00-45-00;0;0;0;0;0;0;0
2016-01-26-01-00-00;0;0;0;0;0;0;0
2016-01-26-01-15-00;3;1;0;0;2;0;0
2016-01-26-01-30-00;0;0;0;0;0;0;0
2016-01-26-01-45-00;0;0;0;0;0;0;0
2016-01-26-02-00-00;0;0;0;0;0;0;0
2016-01-26-02-15-00;0;0;0;0;0;0;0
2016-01-26-02-30-00;0;0;0;0;0;0;0
2016-01-26-02-45-00;0;0;0;0;0;0;0
2016-01-26-03-00-00;1;1;0;0;0;0;0
2016-01-26-03-15-00;0;0;0;0;0;0;0
2016-01-26-03-30-00;1;1;0;0;0;0;0
2016-01-26-03-45-00;0;0;0;0;0;0;0
2016-01-26-04-00-00;0;0;0;0;0;0;0
2016-01-26-04-15-00;0;0;0;0;0;0;0
2016-01-26-04-30-00;0;0;0;0;0;0;0
2016-01-26-04-45-00;1;1;0;0;0;0;0
2016-01-26-05-00-00;0;0;0;0;0;0;0
2016-01-26-05-15-00;0;0;0;0;0;0;0
2016-01-26-05-30-00;13;5;1;0;7;0;0
2016-01-26-05-45-00;3;2;0;0;1;0;0
2016-01-26-06-00-00;7;2;0;0;5;0;0
2016-01-26-06-15-00;11;4;0;1;6;0;0
2016-01-26-06-30-00;17;4;1;0;12;0;0
