 ;5.14 BN - Mc Cloy Weg ;5.14 BN - Mc Cloy Weg Radfahrer Ri. Remagen ;5.14 BN - Mc Cloy Weg Radfahrer Ri. Bonn ;5.14 BN - Mc Cloy Weg Radfahrer Ri. Remagen ;5.14 BN - Mc Cloy Weg Radfahrer Ri. Bonn
2016-07-01-03-30-00;0;0;0;0;0
2016-07-01-03-45-00;0;0;0;0;0
2016-07-01-04-00-00;0;0;0;0;0
2016-07-01-04-15-00;0;0;0;0;0
2016-07-01-04-30-00;0;0;0;0;0
2016-07-01-04-45-00;0;0;0;0;0
2016-07-01-05-00-00;0;0;0;0;0
2016-07-01-05-15-00;0;0;0;0;0
2016-07-01-05-30-00;2;0;0;0;2
2016-07-01-05-45-00;4;4;0;0;0
2016-07-01-06-00-00;4;3;0;1;0
2016-07-01-06-15-00;3;3;0;0;0
2016-07-01-06-30-00;7;5;0;1;1
2016-07-01-06-45-00;10;8;0;0;2
2016-07-01-07-00-00;5;2;1;1;1
2016-07-01-07-15-00;21;12;2;4;3
2016-07-01-07-30-00;24;19;3;0;2
2016-07-01-07-45-00;19;11;3;1;4
2016-07-01-08-00-00;24;19;1;0;4
2016-07-01-08-15-00;12;7;1;1;3
2016-07-01-08-30-00;10;5;1;1;3
2016-07-01-08-45-00;10;6;1;1;2
2016-07-01-09-00-00;8;5;1;1;1
2016-07-01-09-15-00;15;8;3;0;4
2016-07-01-09-30-00;13;4;4;0;5
2016-07-01-09-45-00;12;8;0;2;2
2016-07-01-10-00-00;19;9;2;2;6
2016-07-01-10-15-00;10;6;2;0;2
2016-07-01-10-30-00;12;5;2;3;2
2016-07-01-10-45-00;16;7;3;1;5
2016-07-01-11-00-00;15;7;1;2;5
2016-07-01-11-15-00;13;4;2;1;6
2016-07-01-11-30-00;19;8;2;4;5
2016-07-01-11-45-00;21;9;3;2;7
2016-07-01-12-00-00;20;9;3;2;6
2016-07-01-12-15-00;19;6;3;1;9
2016-07-01-12-30-00;20;11;2;1;6
2016-07-01-12-45-00;17;7;0;2;8
2016-07-01-13-00-00;23;9;2;0;12
2016-07-01-13-15-00;17;7;3;1;6
2016-07-01-13-30-00;16;7;5;2;2
2016-07-01-13-45-00;20;9;3;1;7
2016-07-01-14-00-00;26;11;1;2;12
2016-07-01-14-15-00;17;6;1;2;8
2016-07-01-14-30-00;25;9;4;5;7
2016-07-01-14-45-00;19;8;1;3;7
2016-07-01-15-00-00;20;14;0;1;5
2016-07-01-15-15-00;29;12;3;2;12
2016-07-01-15-30-00;31;13;3;0;15
2016-07-01-15-45-00;37;15;7;3;12
2016-07-01-16-00-00;32;12;2;3;15
2016-07-01-16-15-00;23;9;3;1;10
2016-07-01-16-30-00;29;11;5;1;12
2016-07-01-16-45-00;26;12;1;2;11
2016-07-01-17-00-00;26;11;6;1;8
2016-07-01-17-15-00;34;11;3;0;20
2016-07-01-17-30-00;33;15;4;2;12
2016-07-01-17-45-00;12;5;1;0;6
2016-07-01-18-00-00;27;10;4;1;12
2016-07-01-18-15-00;17;7;1;2;7
2016-07-01-18-30-00;37;14;4;4;15
2016-07-01-18-45-00;28;7;5;6;10
2016-07-01-19-00-00;21;7;6;2;6
2016-07-01-19-15-00;32;12;3;2;15
2016-07-01-19-30-00;10;7;1;0;2
2016-07-01-19-45-00;24;13;1;0;10
2016-07-01-20-00-00;19;9;2;1;7
2016-07-01-20-15-00;8;2;1;1;4
2016-07-01-20-30-00;15;7;0;0;8
2016-07-01-20-45-00;27;15;2;2;8
2016-07-01-21-00-00;20;9;2;0;9
2016-07-01-21-15-00;10;6;1;1;2
2016-07-01-21-30-00;11;3;2;1;5
2016-07-01-21-45-00;4;2;1;0;1
2016-07-01-22-00-00;8;3;0;1;4
2016-07-01-22-15-00;6;2;0;1;3
2016-07-01-22-30-00;4;1;0;1;2
2016-07-01-22-45-00;2;1;0;1;0
2016-07-01-23-00-00;1;1;0;0;0
2016-07-01-23-15-00;0;0;0;0;0
2016-07-01-23-30-00;1;1;0;0;0
2016-07-01-23-45-00;0;0;0;0;0
2016-07-02-00-00-00;1;1;0;0;0
2016-07-02-00-15-00;0;0;0;0;0
2016-07-02-00-30-00;4;2;0;0;2
2016-07-02-00-45-00;3;0;1;0;2
2016-07-02-01-00-00;1;0;1;0;0
2016-07-02-01-15-00;0;0;0;0;0
2016-07-02-01-30-00;0;0;0;0;0
2016-07-02-01-45-00;1;0;0;0;1
2016-07-02-02-00-00;0;0;0;0;0
2016-07-02-02-15-00;0;0;0;0;0
2016-07-02-02-30-00;0;0;0;0;0
2016-07-02-02-45-00;0;0;0;0;0
2016-07-02-03-00-00;0;0;0;0;0
2016-07-02-03-15-00;1;1;0;0;0
2016-07-02-03-30-00;0;0;0;0;0
2016-07-02-03-45-00;1;0;1;0;0
2016-07-02-04-00-00;0;0;0;0;0
2016-07-02-04-15-00;0;0;0;0;0
2016-07-02-04-30-00;0;0;0;0;0
2016-07-02-04-45-00;0;0;0;0;0
2016-07-02-05-00-00;0;0;0;0;0
2016-07-02-05-15-00;0;0;0;0;0
2016-07-02-05-30-00;0;0;0;0;0
2016-07-02-05-45-00;0;0;0;0;0
2016-07-02-06-00-00;1;1;0;0;0
2016-07-02-06-15-00;1;1;0;0;0
2016-07-02-06-30-00;0;0;0;0;0
2016-07-02-06-45-00;1;1;0;0;0
2016-07-02-07-00-00;2;0;1;0;1
2016-07-02-07-15-00;1;0;0;1;0
2016-07-02-07-30-00;5;4;0;0;1
2016-07-02-07-45-00;3;1;1;0;1
2016-07-02-08-00-00;4;0;0;1;3
2016-07-02-08-15-00;6;5;0;0;1
2016-07-02-08-30-00;7;3;1;0;3
2016-07-02-08-45-00;6;2;0;1;3
2016-07-02-09-00-00;10;4;1;1;4
2016-07-02-09-15-00;9;4;0;1;4
2016-07-02-09-30-00;13;3;3;2;5
2016-07-02-09-45-00;21;11;2;3;5
2016-07-02-10-00-00;17;12;2;2;1
2016-07-02-10-15-00;29;19;1;3;6
2016-07-02-10-30-00;9;4;2;0;3
2016-07-02-10-45-00;42;9;7;6;20
2016-07-02-11-00-00;20;11;3;2;4
2016-07-02-11-15-00;20;6;5;1;8
2016-07-02-11-30-00;24;14;2;0;8
2016-07-02-11-45-00;39;19;5;2;13
2016-07-02-12-00-00;17;9;1;1;6
2016-07-02-12-15-00;24;7;5;1;11
2016-07-02-12-30-00;31;9;3;4;15
2016-07-02-12-45-00;27;10;4;1;12
2016-07-02-13-00-00;30;10;2;2;16
2016-07-02-13-15-00;31;16;3;5;7
2016-07-02-13-30-00;18;10;2;1;5
2016-07-02-13-45-00;26;11;4;1;10
2016-07-02-14-00-00;11;4;1;0;6
2016-07-02-14-15-00;21;13;3;0;5
2016-07-02-14-30-00;39;18;1;8;12
2016-07-02-14-45-00;30;10;4;3;13
2016-07-02-15-00-00;30;14;3;3;10
2016-07-02-15-15-00;55;21;5;2;27
2016-07-02-15-30-00;20;13;1;3;3
2016-07-02-15-45-00;17;10;2;4;1
2016-07-02-16-00-00;32;9;7;0;16
2016-07-02-16-15-00;25;12;6;2;5
2016-07-02-16-30-00;24;11;2;3;8
2016-07-02-16-45-00;30;10;3;1;16
2016-07-02-17-00-00;17;5;5;2;5
2016-07-02-17-15-00;27;14;2;1;10
2016-07-02-17-30-00;26;8;4;0;14
2016-07-02-17-45-00;28;16;2;3;7
2016-07-02-18-00-00;24;12;1;0;11
2016-07-02-18-15-00;31;18;2;5;6
2016-07-02-18-30-00;17;6;6;0;5
2016-07-02-18-45-00;16;6;2;3;5
2016-07-02-19-00-00;8;2;0;3;3
2016-07-02-19-15-00;8;4;1;0;3
2016-07-02-19-30-00;15;6;1;2;6
2016-07-02-19-45-00;18;8;1;2;7
2016-07-02-20-00-00;7;2;1;1;3
2016-07-02-20-15-00;15;6;4;3;2
2016-07-02-20-30-00;14;6;0;2;6
2016-07-02-20-45-00;7;2;1;0;4
2016-07-02-21-00-00;4;2;1;1;0
2016-07-02-21-15-00;6;4;2;0;0
2016-07-02-21-30-00;4;0;0;0;4
2016-07-02-21-45-00;0;0;0;0;0
2016-07-02-22-00-00;11;0;6;1;4
2016-07-02-22-15-00;0;0;0;0;0
2016-07-02-22-30-00;2;2;0;0;0
2016-07-02-22-45-00;0;0;0;0;0
2016-07-02-23-00-00;1;1;0;0;0
2016-07-02-23-15-00;0;0;0;0;0
2016-07-02-23-30-00;0;0;0;0;0
2016-07-02-23-45-00;1;0;0;0;1
2016-07-03-00-00-00;4;2;0;1;1
2016-07-03-00-15-00;1;1;0;0;0
2016-07-03-00-30-00;5;2;0;1;2
2016-07-03-00-45-00;4;1;2;0;1
2016-07-03-01-00-00;0;0;0;0;0
2016-07-03-01-15-00;0;0;0;0;0
2016-07-03-01-30-00;2;1;0;1;0
2016-07-03-01-45-00;1;0;0;0;1
2016-07-03-02-00-00;1;0;0;0;1
2016-07-03-02-15-00;0;0;0;0;0
2016-07-03-02-30-00;0;0;0;0;0
2016-07-03-02-45-00;0;0;0;0;0
2016-07-03-03-00-00;0;0;0;0;0
2016-07-03-03-15-00;0;0;0;0;0
2016-07-03-03-30-00;0;0;0;0;0
2016-07-03-03-45-00;4;1;1;1;1
2016-07-03-04-00-00;1;1;0;0;0
2016-07-03-04-15-00;0;0;0;0;0
2016-07-03-04-30-00;0;0;0;0;0
2016-07-03-04-45-00;0;0;0;0;0
2016-07-03-05-00-00;0;0;0;0;0
2016-07-03-05-15-00;1;1;0;0;0
2016-07-03-05-30-00;0;0;0;0;0
2016-07-03-05-45-00;0;0;0;0;0
2016-07-03-06-00-00;0;0;0;0;0
2016-07-03-06-15-00;0;0;0;0;0
2016-07-03-06-30-00;1;0;0;0;1
2016-07-03-06-45-00;0;0;0;0;0
2016-07-03-07-00-00;0;0;0;0;0
2016-07-03-07-15-00;4;1;1;1;1
2016-07-03-07-30-00;2;1;0;0;1
2016-07-03-07-45-00;4;1;1;1;1
2016-07-03-08-00-00;7;1;3;0;3
2016-07-03-08-15-00;4;2;0;0;2
2016-07-03-08-30-00;10;4;3;0;3
2016-07-03-08-45-00;6;3;0;0;3
2016-07-03-09-00-00;13;5;1;2;5
2016-07-03-09-15-00;14;6;3;0;5
2016-07-03-09-30-00;16;6;2;1;7
2016-07-03-09-45-00;20;11;0;2;7
2016-07-03-10-00-00;26;15;2;1;8
2016-07-03-10-15-00;20;10;0;2;8
2016-07-03-10-30-00;51;24;7;3;17
2016-07-03-10-45-00;42;19;3;2;18
2016-07-03-11-00-00;55;21;7;0;27
2016-07-03-11-15-00;60;27;3;2;28
2016-07-03-11-30-00;45;23;3;1;18
2016-07-03-11-45-00;62;22;6;5;29
2016-07-03-12-00-00;60;23;4;9;24
2016-07-03-12-15-00;71;20;9;1;41
2016-07-03-12-30-00;44;33;1;2;8
2016-07-03-12-45-00;59;25;9;3;22
2016-07-03-13-00-00;45;12;10;3;20
2016-07-03-13-15-00;87;33;10;5;39
2016-07-03-13-30-00;68;29;7;4;28
2016-07-03-13-45-00;62;20;9;5;28
2016-07-03-14-00-00;90;37;8;2;43
2016-07-03-14-15-00;58;16;7;1;34
2016-07-03-14-30-00;71;30;5;5;31
2016-07-03-14-45-00;63;21;6;3;33
2016-07-03-15-00-00;77;22;7;5;43
2016-07-03-15-15-00;65;27;5;4;29
2016-07-03-15-30-00;77;34;0;3;40
2016-07-03-15-45-00;42;13;6;1;22
2016-07-03-16-00-00;57;33;1;2;21
2016-07-03-16-15-00;43;15;1;3;24
2016-07-03-16-30-00;64;32;4;5;23
2016-07-03-16-45-00;73;37;1;8;27
2016-07-03-17-00-00;55;25;0;7;23
2016-07-03-17-15-00;58;25;2;7;24
2016-07-03-17-30-00;51;27;3;4;17
2016-07-03-17-45-00;40;22;3;4;11
2016-07-03-18-00-00;41;17;3;1;20
2016-07-03-18-15-00;54;23;3;7;21
2016-07-03-18-30-00;41;15;3;8;15
2016-07-03-18-45-00;24;10;3;4;7
2016-07-03-19-00-00;24;9;3;2;10
2016-07-03-19-15-00;15;7;1;4;3
2016-07-03-19-30-00;37;12;6;4;15
2016-07-03-19-45-00;44;26;3;6;9
2016-07-03-20-00-00;19;9;0;2;8
2016-07-03-20-15-00;16;7;2;1;6
2016-07-03-20-30-00;18;9;1;0;8
2016-07-03-20-45-00;16;4;2;1;9
2016-07-03-21-00-00;7;4;0;2;1
2016-07-03-21-15-00;9;2;1;2;4
2016-07-03-21-30-00;6;5;0;0;1
2016-07-03-21-45-00;3;1;1;0;1
2016-07-03-22-00-00;8;1;3;1;3
2016-07-03-22-15-00;5;3;0;0;2
2016-07-03-22-30-00;1;1;0;0;0
2016-07-03-22-45-00;0;0;0;0;0
2016-07-03-23-00-00;0;0;0;0;0
2016-07-03-23-15-00;1;0;0;0;1
2016-07-03-23-30-00;2;0;0;0;2
2016-07-03-23-45-00;1;0;1;0;0
2016-07-04-00-00-00;2;0;0;0;2
2016-07-04-00-15-00;4;0;3;0;1
2016-07-04-00-30-00;0;0;0;0;0
2016-07-04-00-45-00;1;0;1;0;0
2016-07-04-01-00-00;0;0;0;0;0
2016-07-04-01-15-00;0;0;0;0;0
2016-07-04-01-30-00;0;0;0;0;0
2016-07-04-01-45-00;0;0;0;0;0
2016-07-04-02-00-00;0;0;0;0;0
2016-07-04-02-15-00;0;0;0;0;0
2016-07-04-02-30-00;0;0;0;0;0
2016-07-04-02-45-00;0;0;0;0;0
2016-07-04-03-00-00;0;0;0;0;0
2016-07-04-03-15-00;0;0;0;0;0
2016-07-04-03-30-00;0;0;0;0;0
2016-07-04-03-45-00;2;1;0;1;0
2016-07-04-04-00-00;0;0;0;0;0
2016-07-04-04-15-00;0;0;0;0;0
2016-07-04-04-30-00;0;0;0;0;0
2016-07-04-04-45-00;0;0;0;0;0
2016-07-04-05-00-00;0;0;0;0;0
2016-07-04-05-15-00;4;4;0;0;0
2016-07-04-05-30-00;1;0;1;0;0
2016-07-04-05-45-00;3;3;0;0;0
2016-07-04-06-00-00;3;2;0;0;1
2016-07-04-06-15-00;6;5;0;1;0
2016-07-04-06-30-00;2;2;0;0;0
2016-07-04-06-45-00;10;7;2;1;0
2016-07-04-07-00-00;10;9;0;0;1
2016-07-04-07-15-00;16;10;2;0;4
2016-07-04-07-30-00;30;19;3;2;6
2016-07-04-07-45-00;37;21;3;4;9
2016-07-04-08-00-00;27;17;1;4;5
2016-07-04-08-15-00;18;15;0;1;2
2016-07-04-08-30-00;10;8;1;0;1
2016-07-04-08-45-00;10;6;0;0;4
2016-07-04-09-00-00;11;6;0;0;5
2016-07-04-09-15-00;13;11;0;0;2
2016-07-04-09-30-00;4;3;0;0;1
2016-07-04-09-45-00;9;5;2;1;1
2016-07-04-10-00-00;5;1;2;0;2
2016-07-04-10-15-00;11;7;0;1;3
2016-07-04-10-30-00;15;6;0;0;9
2016-07-04-10-45-00;22;9;1;6;6
2016-07-04-11-00-00;19;8;1;2;8
2016-07-04-11-15-00;14;6;2;2;4
2016-07-04-11-30-00;15;7;2;1;5
2016-07-04-11-45-00;22;7;6;3;6
2016-07-04-12-00-00;17;9;2;2;4
2016-07-04-12-15-00;22;10;3;0;9
2016-07-04-12-30-00;22;13;2;3;4
2016-07-04-12-45-00;29;15;1;5;8
2016-07-04-13-00-00;20;3;3;2;12
2016-07-04-13-15-00;20;10;2;1;7
2016-07-04-13-30-00;25;8;5;4;8
2016-07-04-13-45-00;9;6;0;1;2
2016-07-04-14-00-00;18;4;3;3;8
2016-07-04-14-15-00;46;12;12;1;21
2016-07-04-14-30-00;19;10;1;1;7
2016-07-04-14-45-00;9;3;1;0;5
2016-07-04-15-00-00;17;7;1;2;7
2016-07-04-15-15-00;30;14;2;0;14
2016-07-04-15-30-00;26;9;3;2;12
2016-07-04-15-45-00;31;16;3;2;10
2016-07-04-16-00-00;24;12;1;1;10
2016-07-04-16-15-00;26;10;1;1;14
2016-07-04-16-30-00;32;13;1;6;12
2016-07-04-16-45-00;21;4;2;1;14
2016-07-04-17-00-00;28;11;2;6;9
2016-07-04-17-15-00;36;18;2;3;13
2016-07-04-17-30-00;52;23;3;4;22
2016-07-04-17-45-00;39;10;7;3;19
2016-07-04-18-00-00;29;13;5;1;10
2016-07-04-18-15-00;34;12;3;1;18
2016-07-04-18-30-00;30;8;7;1;14
2016-07-04-18-45-00;32;14;3;1;14
2016-07-04-19-00-00;30;13;3;1;13
2016-07-04-19-15-00;32;12;7;1;12
2016-07-04-19-30-00;26;9;3;5;9
2016-07-04-19-45-00;24;11;4;1;8
2016-07-04-20-00-00;27;13;2;0;12
2016-07-04-20-15-00;30;15;2;2;11
2016-07-04-20-30-00;17;6;4;0;7
2016-07-04-20-45-00;32;11;4;3;14
2016-07-04-21-00-00;20;10;3;3;4
2016-07-04-21-15-00;21;6;5;4;6
2016-07-04-21-30-00;11;6;2;1;2
2016-07-04-21-45-00;11;5;1;0;5
2016-07-04-22-00-00;6;2;1;0;3
2016-07-04-22-15-00;11;2;2;2;5
2016-07-04-22-30-00;10;1;4;0;5
2016-07-04-22-45-00;8;1;2;1;4
2016-07-04-23-00-00;1;1;0;0;0
2016-07-04-23-15-00;2;0;0;0;2
2016-07-04-23-30-00;2;2;0;0;0
2016-07-04-23-45-00;1;0;1;0;0
2016-07-05-00-00-00;0;0;0;0;0
2016-07-05-00-15-00;0;0;0;0;0
2016-07-05-00-30-00;0;0;0;0;0
2016-07-05-00-45-00;0;0;0;0;0
2016-07-05-01-00-00;2;1;0;1;0
2016-07-05-01-15-00;0;0;0;0;0
2016-07-05-01-30-00;0;0;0;0;0
2016-07-05-01-45-00;0;0;0;0;0
2016-07-05-02-00-00;0;0;0;0;0
2016-07-05-02-15-00;0;0;0;0;0
2016-07-05-02-30-00;0;0;0;0;0
2016-07-05-02-45-00;0;0;0;0;0
2016-07-05-03-00-00;0;0;0;0;0
2016-07-05-03-15-00;1;0;0;0;1
2016-07-05-03-30-00;0;0;0;0;0
2016-07-05-03-45-00;0;0;0;0;0
2016-07-05-04-00-00;0;0;0;0;0
2016-07-05-04-15-00;0;0;0;0;0
2016-07-05-04-30-00;0;0;0;0;0
2016-07-05-04-45-00;1;0;0;1;0
2016-07-05-05-00-00;0;0;0;0;0
2016-07-05-05-15-00;0;0;0;0;0
2016-07-05-05-30-00;1;0;1;0;0
2016-07-05-05-45-00;5;3;1;0;1
2016-07-05-06-00-00;5;5;0;0;0
2016-07-05-06-15-00;7;5;0;2;0
2016-07-05-06-30-00;7;6;0;1;0
2016-07-05-06-45-00;10;7;1;1;1
2016-07-05-07-00-00;7;5;0;0;2
2016-07-05-07-15-00;14;7;1;2;4
2016-07-05-07-30-00;32;17;7;1;7
2016-07-05-07-45-00;25;15;1;1;8
2016-07-05-08-00-00;16;10;1;2;3
2016-07-05-08-15-00;17;9;2;2;4
2016-07-05-08-30-00;48;13;11;4;20
2016-07-05-08-45-00;17;7;3;3;4
2016-07-05-09-00-00;14;7;1;5;1
2016-07-05-09-15-00;15;8;1;0;6
2016-07-05-09-30-00;20;11;3;3;3
2016-07-05-09-45-00;25;14;4;3;4
2016-07-05-10-00-00;19;7;4;0;8
2016-07-05-10-15-00;23;13;1;1;8
2016-07-05-10-30-00;12;5;1;1;5
2016-07-05-10-45-00;20;7;6;1;6
2016-07-05-11-00-00;39;19;5;1;14
2016-07-05-11-15-00;13;4;2;1;6
2016-07-05-11-30-00;22;5;3;0;14
2016-07-05-11-45-00;15;3;2;1;9
2016-07-05-12-00-00;32;12;4;1;15
2016-07-05-12-15-00;20;10;1;4;5
2016-07-05-12-30-00;25;16;3;2;4
2016-07-05-12-45-00;17;10;0;3;4
2016-07-05-13-00-00;11;3;1;2;5
2016-07-05-13-15-00;32;10;5;2;15
2016-07-05-13-30-00;25;13;2;4;6
2016-07-05-13-45-00;22;14;1;1;6
2016-07-05-14-00-00;20;8;3;0;9
2016-07-05-14-15-00;17;8;1;1;7
2016-07-05-14-30-00;18;5;4;1;8
2016-07-05-14-45-00;18;4;4;2;8
2016-07-05-15-00-00;25;8;5;2;10
2016-07-05-15-15-00;38;12;7;3;16
2016-07-05-15-30-00;26;12;2;1;11
2016-07-05-15-45-00;25;9;3;1;12
2016-07-05-16-00-00;23;8;4;3;8
2016-07-05-16-15-00;29;9;3;1;16
2016-07-05-16-30-00;28;12;1;1;14
2016-07-05-16-45-00;35;11;3;3;18
2016-07-05-17-00-00;38;19;5;1;13
2016-07-05-17-15-00;24;9;2;4;9
2016-07-05-17-30-00;23;6;3;1;13
2016-07-05-17-45-00;23;7;6;3;7
2016-07-05-18-00-00;32;11;4;1;16
2016-07-05-18-15-00;39;9;12;1;17
2016-07-05-18-30-00;20;3;5;1;11
2016-07-05-18-45-00;18;6;4;2;6
2016-07-05-19-00-00;27;12;4;2;9
2016-07-05-19-15-00;23;10;4;3;6
2016-07-05-19-30-00;26;10;3;2;11
2016-07-05-19-45-00;18;9;4;2;3
2016-07-05-20-00-00;15;5;2;4;4
2016-07-05-20-15-00;21;7;2;3;9
2016-07-05-20-30-00;17;4;3;3;7
2016-07-05-20-45-00;16;8;4;3;1
2016-07-05-21-00-00;13;6;1;3;3
2016-07-05-21-15-00;11;8;1;0;2
2016-07-05-21-30-00;4;1;0;1;2
2016-07-05-21-45-00;1;1;0;0;0
2016-07-05-22-00-00;6;4;0;0;2
2016-07-05-22-15-00;2;1;1;0;0
2016-07-05-22-30-00;7;3;2;1;1
2016-07-05-22-45-00;4;0;2;0;2
2016-07-05-23-00-00;3;1;0;2;0
2016-07-05-23-15-00;1;0;0;0;1
2016-07-05-23-30-00;0;0;0;0;0
2016-07-05-23-45-00;0;0;0;0;0
2016-07-06-00-00-00;0;0;0;0;0
2016-07-06-00-15-00;1;0;1;0;0
2016-07-06-00-30-00;0;0;0;0;0
2016-07-06-00-45-00;0;0;0;0;0
2016-07-06-01-00-00;0;0;0;0;0
2016-07-06-01-15-00;0;0;0;0;0
2016-07-06-01-30-00;0;0;0;0;0
2016-07-06-01-45-00;0;0;0;0;0
2016-07-06-02-00-00;0;0;0;0;0
2016-07-06-02-15-00;0;0;0;0;0
2016-07-06-02-30-00;0;0;0;0;0
2016-07-06-02-45-00;0;0;0;0;0
2016-07-06-03-00-00;1;0;0;0;1
2016-07-06-03-15-00;0;0;0;0;0
2016-07-06-03-30-00;0;0;0;0;0
2016-07-06-03-45-00;0;0;0;0;0
2016-07-06-04-00-00;0;0;0;0;0
2016-07-06-04-15-00;0;0;0;0;0
2016-07-06-04-30-00;1;0;0;1;0
2016-07-06-04-45-00;0;0;0;0;0
2016-07-06-05-00-00;0;0;0;0;0
2016-07-06-05-15-00;0;0;0;0;0
2016-07-06-05-30-00;3;1;1;1;0
2016-07-06-05-45-00;3;3;0;0;0
2016-07-06-06-00-00;3;0;1;1;1
2016-07-06-06-15-00;7;6;0;0;1
2016-07-06-06-30-00;6;4;2;0;0
2016-07-06-06-45-00;8;5;0;1;2
2016-07-06-07-00-00;14;8;2;0;4
2016-07-06-07-15-00;19;13;2;2;2
2016-07-06-07-30-00;29;19;0;0;10
2016-07-06-07-45-00;19;11;2;1;5
2016-07-06-08-00-00;16;12;0;1;3
2016-07-06-08-15-00;22;15;1;3;3
2016-07-06-08-30-00;24;13;4;3;4
2016-07-06-08-45-00;12;8;1;2;1
2016-07-06-09-00-00;11;5;1;1;4
2016-07-06-09-15-00;16;8;2;2;4
2016-07-06-09-30-00;14;11;0;1;2
2016-07-06-09-45-00;16;9;0;1;6
2016-07-06-10-00-00;20;11;1;2;6
2016-07-06-10-15-00;19;12;1;2;4
2016-07-06-10-30-00;17;12;2;1;2
2016-07-06-10-45-00;19;9;1;1;8
2016-07-06-11-00-00;50;15;10;2;23
2016-07-06-11-15-00;34;18;4;5;7
2016-07-06-11-30-00;16;4;4;2;6
2016-07-06-11-45-00;24;9;6;0;9
2016-07-06-12-00-00;20;9;2;1;8
2016-07-06-12-15-00;29;12;2;6;9
2016-07-06-12-30-00;35;12;7;2;14
2016-07-06-12-45-00;22;5;3;1;13
2016-07-06-13-00-00;28;12;2;1;13
2016-07-06-13-15-00;22;6;4;0;12
2016-07-06-13-30-00;15;5;2;1;7
2016-07-06-13-45-00;28;12;2;1;13
2016-07-06-14-00-00;41;16;5;1;19
2016-07-06-14-15-00;27;15;1;1;10
2016-07-06-14-30-00;50;17;9;3;21
2016-07-06-14-45-00;34;11;6;5;12
2016-07-06-15-00-00;22;6;3;3;10
2016-07-06-15-15-00;42;17;2;5;18
2016-07-06-15-30-00;29;12;3;2;12
2016-07-06-15-45-00;33;15;4;4;10
2016-07-06-16-00-00;44;14;1;18;11
2016-07-06-16-15-00;40;27;1;1;11
2016-07-06-16-30-00;45;19;5;3;18
2016-07-06-16-45-00;32;9;5;4;14
2016-07-06-17-00-00;37;18;4;2;13
2016-07-06-17-15-00;31;14;4;3;10
2016-07-06-17-30-00;32;9;5;0;18
2016-07-06-17-45-00;51;27;4;1;19
2016-07-06-18-00-00;36;18;6;2;10
2016-07-06-18-15-00;39;15;5;1;18
2016-07-06-18-30-00;41;16;3;2;20
2016-07-06-18-45-00;29;17;0;4;8
2016-07-06-19-00-00;36;13;8;1;14
2016-07-06-19-15-00;24;7;4;0;13
2016-07-06-19-30-00;35;8;5;1;21
2016-07-06-19-45-00;20;6;6;2;6
2016-07-06-20-00-00;17;9;2;2;4
2016-07-06-20-15-00;21;7;0;3;11
2016-07-06-20-30-00;21;5;4;1;11
2016-07-06-20-45-00;11;1;0;3;7
2016-07-06-21-00-00;24;9;2;5;8
2016-07-06-21-15-00;9;3;3;1;2
2016-07-06-21-30-00;6;1;2;1;2
2016-07-06-21-45-00;8;5;2;0;1
2016-07-06-22-00-00;4;1;2;0;1
2016-07-06-22-15-00;3;2;0;1;0
2016-07-06-22-30-00;2;1;0;0;1
2016-07-06-22-45-00;1;0;0;1;0
2016-07-06-23-00-00;0;0;0;0;0
2016-07-06-23-15-00;5;2;1;0;2
2016-07-06-23-30-00;1;0;0;0;1
2016-07-06-23-45-00;2;0;1;0;1
2016-07-07-00-00-00;0;0;0;0;0
2016-07-07-00-15-00;1;0;1;0;0
2016-07-07-00-30-00;0;0;0;0;0
2016-07-07-00-45-00;0;0;0;0;0
2016-07-07-01-00-00;1;1;0;0;0
2016-07-07-01-15-00;0;0;0;0;0
2016-07-07-01-30-00;0;0;0;0;0
2016-07-07-01-45-00;0;0;0;0;0
2016-07-07-02-00-00;0;0;0;0;0
2016-07-07-02-15-00;0;0;0;0;0
2016-07-07-02-30-00;0;0;0;0;0
2016-07-07-02-45-00;0;0;0;0;0
2016-07-07-03-00-00;0;0;0;0;0
2016-07-07-03-15-00;0;0;0;0;0
2016-07-07-03-30-00;0;0;0;0;0
2016-07-07-03-45-00;0;0;0;0;0
2016-07-07-04-00-00;0;0;0;0;0
2016-07-07-04-15-00;0;0;0;0;0
2016-07-07-04-30-00;1;1;0;0;0
2016-07-07-04-45-00;0;0;0;0;0
2016-07-07-05-00-00;0;0;0;0;0
2016-07-07-05-15-00;1;1;0;0;0
2016-07-07-05-30-00;2;1;1;0;0
2016-07-07-05-45-00;4;4;0;0;0
2016-07-07-06-00-00;2;2;0;0;0
2016-07-07-06-15-00;4;4;0;0;0
2016-07-07-06-30-00;4;4;0;0;0
2016-07-07-06-45-00;9;6;0;0;3
2016-07-07-07-00-00;16;9;0;1;6
2016-07-07-07-15-00;26;17;2;5;2
2016-07-07-07-30-00;33;21;1;0;11
2016-07-07-07-45-00;45;23;7;3;12
2016-07-07-08-00-00;26;18;0;1;7
2016-07-07-08-15-00;21;13;0;4;4
2016-07-07-08-30-00;15;9;0;3;3
2016-07-07-08-45-00;13;10;1;0;2
2016-07-07-09-00-00;18;6;3;2;7
2016-07-07-09-15-00;17;10;2;1;4
2016-07-07-09-30-00;18;6;1;1;10
2016-07-07-09-45-00;26;14;3;1;8
